name;hr;village;slots;skill_one;skill_one_points;skill_two;skill_two_points;material_one;amount_one;material_two;amount_two;material_three;amount_three;material_four;amount_four;alt_material_one;alt_amount_one;alt_material_two;alt_amount_two;alt_material_three;alt_amount_three;alt_material_four;alt_amount_four
Throttle Jewel 1;4;9;1;Gloves Off;1;Sense;-1;Bloodrun Jewel;1;Zin Electrofur;1;;;;;Lazurite Jewel;1;Zinogre Horn+;1;Barioth Spike;2;;
Throttle Jewel 2;5;10;2;Gloves Off;3;Sense;-1;Alatreon Scute;1;Lazurite Jewel;1;I.Lagi Hide+;2;;;;;;;;;;
Spirit Jewel 1;6;-1;1;Spirit;1;Guard;-1;Adamant Orb;1;Brach Carapace;2;Barroth Lash;1;;;;;;;;;;
Spirit Jewel 2;7;-1;2;Spirit;3;Guard;-1;Adamant Orb;1;Brach Pounder+;1;Zin Electrofur+;1;;;;;;;;;;
Flawless Jewel 1;7;-1;1;Unscathed;1;Rec Speed;-1;Adamant Orb;1;S.Zin Hardhorn;2;S.Zin Cortex;2;;;;;;;;;;
Flawless Jewel 2;7;-1;2;Unscathed;3;Rec Speed;-1;Adamant Orb;1;S.Zinogre Talon;2;G.Ceadeus Coat;2;;;;;;;;;;
Release Jewel 2;7;-1;2;FreeElemnt;1;Status;-1;Adamant Orb;1;Lagiacrus Piel;1;I.Lagi Horn+;1;;;;;;;;;;
Catalyst Jewel 3;7;-1;3;FreeElemnt;2;Status;-2;Adamant Orb;1;I.Lagi Piel;2;Lagia Hardhorn;1;;;;;;;;;;
Resistor Jewel 1;5;10;1;Blight Res;1;Health;-1;Alatreon Plate;2;Lazurite Jewel;1;;;;;;;;;;;;
Resistor Jewel 3;5;10;3;Blight Res;4;Health;-2;Skypiercer;1;Lazurite Jewel;1;;;;;;;;;;;;
Steady Jewel 1;8;-1;1;Unshakable;1;Defense;-1;Miralis Fireback;2;Adamant Orb;1;Mystery Slime;1;;;;;;;;;;
Steady Jewel 3;8;-1;3;Unshakable;4;Defense;-2;Miralis Hellwing;1;Adamant Orb;1;R.Duram Hardtail;1;;;;;;;;;;
Guts Jewel 1;6;-1;1;Guts;1;Combo Rate;-1;Adamant Orb;1;Avian Stoutbone;2;R.Duram Shell;1;;;;;;;;;;
Guts Jewel 2;6;-1;2;Guts;3;Combo Rate;-1;Adamant Orb;1;Durambolite;1;R.Duram Hardtail;3;;;;;;;;;;
Player Jewel 1;3;6;1;TeamPlayer;1;LastingPwr;-1;Aquaglow Jewel;1;Chum-Chum Ticket;2;Pawprint Stamp;2;;;;;;;;;;
Morale Jewel 1;3;6;1;TeamPlayer;2;;;Bloodrun Jewel;1;Chum-Chum Ticket;3;King's Frill;2;;;;;;;;;;
Leader Jewel 1;3;6;1;TeamLeader;1;Gathering;-1;Aquaglow Jewel;1;Chum-Chum Ticket;3;Catalyst;2;Max Potion;2;;;;;;;;
Leader Jewel 2;4;7;2;TeamLeader;3;Gathering;-1;Lazurite Jewel;1;Chum-Chum Ticket;4;Snakebee Larva;2;;;;;;;;;;
