"Name","Price","Material 1","Amount","Material 2","Amount","Material 3","Amount","Material 4","Amount","Defense","Fire Res","Thunder Res","Dragon Res","Water Res","Ice Res","Gender","Hunter Type","Rarity","HR","Elder*","Slots","Skill 1","Skill Point","Skill 2","Skill Point","Skill 3","Skill Point","Skill 4","Skill Point","Skill 5","Skill Point"
"Hi-Metal Tasset S","23250z","Firecell Stone",1,"Pure Crystal",1,"Carbalite Ore",3,"Thunderbug",3,30,-2,3,0,-2,23250,"Male/Female","Blade",6,1,1,"---","Health",3,"Throw",3,"Protection",2,"Cold Res",-3,,
"Hi-Metal Coat S","23250z","Firecell Stone",1,"Pure Crystal",1,"Carbalite Ore",3,"Thunderbug",3,18,0,5,0,0,23250,"Male/Female","Gunner",6,1,1,"---","Health",2,"PierceS Up",2,"PsychicVis",2,"Cold Res",-3,"Load",-2
"Genprey Tasset S","24750z","Genprey Scale+",4,"Genprey Hide+",6,"Paralysis Sac",2,"King Scarab",4,31,2,3,-1,-2,24750,"Male/Female","Blade",6,1,1,"---","Paralysis",3,"Faint",2,"BombStrUp",2,"PsychicVis",1,"MixSucRate",-3
"Genprey Coat S","24750z","Genprey Scale+",4,"Genprey Hide+",6,"Paralysis Sac",2,"King Scarab",4,19,4,5,0,0,24750,"Male/Female","Gunner",6,1,1,"---","Paralysis",3,"Faint",2,"PierceS Up",2,"PsychicVis",1,"Load",-3
"Kut-Ku Tasset S","26250z","Kut-Ku Carapace",3,"Long Kut-Ku Ear",2,"Kut-Ku Wing",4,"Hrd Monster Bone",1,32,2,0,-1,-2,26250,"Male/Female","Blade",6,1,1,"---","Attack",5,"Fate",2,"Defense",-4,,,,
"Kut-Ku Coat S","26250z","Kut-Ku Carapace",3,"Long Kut-Ku Ear",2,"Kut-Ku Wing",4,"Hrd Monster Bone",1,19,5,3,0,1,26250,"Male/Female","Gunner",6,1,1,"---","Attack",4,"Fate",2,"PsychicVis",1,"Health",-4,,
"Chrome Metal Coat S(BuyShopOnly)","45150z","Carbalite Ore",5,"Blk Gravios Shl",7,"Small Goldenfish",5,,,22,2,0,0,-2,45150,"Male/Female","Blade/Gunner",6,1,1,"---","WindPress",2,"PsychicVis",4,"Hunger",-2,,,,
"Ioprey Tasset S","27750z","Ioprey Scale+",4,"Ioprey Hide+",6,"Toxin Sac",2,"King Scarab",4,33,3,-2,-1,2,27750,"Male/Female","Blade",6,1,1,"---","Poison",1,"Protection",2,"Spc Attack",4,"Guard",-4,,
"Ioprey Coat S","27750z","Ioprey Scale+",4,"Ioprey Hide+",6,"Toxin Sac",2,"King Scarab",4,19,5,0,0,4,27750,"Male/Female","Gunner",6,1,1,"---","Poison",2,"Paralysis",3,"NormalS Up",3,"Load",-3,,
"Gypceros Tasset S","29250z","Rubbery Hide+",4,"Monster Broth",2,"Antiseptic Stone",8,"Union Ore",3,34,-4,4,0,1,29250,"Male/Female","Blade",6,1,1,"---","Gluttony",5,"Spc Attack",3,"StealNoEff",1,"Defense",-2,,
"Gypceros Coat S","29250z","Rubbery Hide+",4,"Monster Broth",2,"Antiseptic Stone",8,"Union Ore",3,19,-1,6,0,4,29250,"Male/Female","Gunner",6,1,1,"---","Gluttony",2,"PelletSAdd",3,"Load",-3,"Defense",-3,,
"Cephalos Tasset S","29250z","Cephalos Scale+",5,"Cephalos Fin+",2,"Machalite Ore",20,"Iron Ore",20,34,-3,-4,0,2,29250,"Male/Female","Blade",6,1,1,"---","Heat Res",2,"Guard",4,"Fishing",1,"PsychicVis",2,"Faint",-2
"Cephalos Coat S","29250z","Cephalos Scale+",5,"Cephalos Fin+",2,"Machalite Ore",20,"Iron Ore",20,19,-1,-2,1,5,29250,"Male/Female","Gunner",6,1,1,"---","Heat Res",2,"Defense",3,"Fishing",2,"PsychicVis",1,"Faint",-3
"Steel Belt S","26250z","Pure Crystal",1,"Nova Crystal",2,"Dragonite Ore",8,"Rubbery Hide+",2,32,2,-2,0,2,26250,"Male/Female","Blade",6,1,1,"---","MixSucRate",3,"SwdShrpner",3,"PsychicVis",1,"Defense",-4,,
"Rathian Tasset S","32250z","Rathian Ruby",1,"Rathian Scale+",2,"Rathian Claw",3,"King Scarab",3,36,2,-2,-4,0,32250,"Male/Female","Blade",6,1,1,"---","Health",3,"Protection",2,"Guard",3,"Hunger",-3,,
"Rathian Coat S","32250z","Rathian Ruby",1,"Rathian Scale+",2,"Rathian Claw",3,"King Scarab",3,19,4,0,-2,2,32250,"Male/Female","Gunner",6,1,1,"---","Protection",2,"Recovery",3,"Defense",4,"MixSucRate",-2,,
"Khezu Tasset S","32250z","Pale Khezu Steak",1,"Khezu Hide - Tan",2,"Thunder Sac",2,"Lifepowder",3,36,-3,4,0,3,32250,"Male/Female","Blade",6,1,1,"---","Wide Rec",4,"HearProtct",2,"Faint",-2,"Protection",-3,,
"Khezu Coat S","32250z","Pale Khezu Steak",1,"Khezu Hide - Tan",2,"Thunder Sac",2,"Lifepowder",3,20,-1,6,0,5,32250,"Male/Female","Gunner",6,1,1,"---","Wide Rec",4,"Defense",3,"Poison",-2,"Protection",-2,,
"Rathalos Tasset S","33750z","Rathalos Ruby",1,"Rathlos Carapace",2,"Inferno Sac",2,"Rathalos Webbing",3,37,2,2,-4,-1,33750,"Male/Female","Blade",6,1,1,"---","Sharpness",4,"Rec Speed",2,"Protection",2,"Faint",-3,,
"Rathalos Coat S","33750z","Rathalos Ruby",1,"Rathlos Carapace",2,"Inferno Sac",2,"Rathalos Webbing",3,20,4,5,-2,2,33750,"Male/Female","Gunner",6,1,1,"---","PierceS Up",2,"Rec Speed",2,"PsychicVis",3,"Load",-2,"Fate",-2
"Gravios Tasset S","38250z","StrngGraviosWing",1,"GraviosHeavyShl",2,"Gravios Carapace",3,"Monster Bone+",3,40,2,2,-2,-2,38250,"Male/Female","Blade",6,1,1,"---","Health",3,"Attack",2,"Defense",-3,"Protection",-3,,
"Gravios Coat S","38250z","StrngGraviosWing",1,"GraviosHeavyShl",2,"Gravios Carapace",3,"Monster Bone+",3,20,4,3,0,1,38250,"Male/Female","Gunner",6,1,1,"---","ClustS Add",3,"PsychicVis",2,"Load",-3,,,,
"Leather Belt U","3350z","Rathlos Carapace",1,"King Scarab",3,"Wht Velopry Hide",4,,,16,3,3,1,3,3350,"Male/Female","Blade/Gunner",6,1,1,"---","Artisan",3,"PierceS Up",3,"Hunger",-3,"Load",-2,,
"Hunter's Tasset U","13750z","Rathlos Carapace",1,"Carbalite Ore",1,"Monster Bone+",3,"Blk Gravios Crst",3,24,0,-4,0,0,13750,"Male/Female","Blade",6,1,1,"---","Map",3,"SwdShrpner",2,"All Res Up",3,"Faint",-2,,
"Hunter's Coat U","13750z","Rathlos Carapace",1,"Carbalite Ore",1,"Monster Bone+",3,"Blk Gravios Crst",3,18,2,-2,0,2,13750,"Male/Female","Gunner",6,1,1,"---","Map",3,"PsychicVis",5,"Faint",-3,,,,
"Bone Tasset U","18250z","Firecell Stone",1,"Master's Skull",1,"Monster Bone+",3,"Bullfango Pelt",3,27,2,-2,-2,2,18250,"Male/Female","Blade",6,1,1,"---","Alchemy",3,"All Res Up",3,"PsychicVis",3,"Poison",-2,,
"Bone Coat U","18250z","Firecell Stone",1,"Monster Broth",3,"Monster Bone+",3,"Bullfango Pelt",3,18,5,0,0,5,18250,"Male/Female","Gunner",6,1,1,"---","Alchemy",2,"All Res Up",2,"NormalS Up",2,"Protection",-2,"Load",-2
"Velociprey Tasset U","38250z","WhtVelopry Scale",3,"Wht Velopry Hide",6,"Blk Gravios Cpc",3,"Dragonite Ore",6,40,1,1,-1,1,38250,"Male/Female","Blade",6,1,1,"---","Gluttony",2,"All Res Up",3,"Poison",-1,"Fencing",3,,
"Velociprey CoatU","38250z","WhtVelopry Scale",3,"Wht Velopry Hide",6,"Blk Gravios Cpc",3,"Dragonite Ore",6,20,3,3,0,3,38250,"Male/Female","Gunner",6,1,1,"---","Gluttony",2,"All Res Up",2,"PsychicVis",3,"Health",-1,,
"Hi-Metal Tasset U","23250z","Basarios Tears",1,"Firecell Stone",1,"Pure Crystal",1,"Thunder Sac",2,30,-2,3,0,-2,23250,"Male/Female","Blade",6,1,1,"---","Health",6,"Sharpness",2,"Faint",-3,,,,
"Hi-Metal Coat U","23250z","Basarios Tears",1,"Firecell Stone",1,"Pure Crystal",1,"Thunder Sac",2,18,0,5,0,0,23250,"Male/Female","Gunner",6,1,1,"---","Health",2,"Shot Mix",2,"PsychicVis",2,"Heat Res",-3,"MixSucRate",-2
"Kut-Ku Tasset U","26250z","Blue Kut+Ku Wing",4,"BluKutKuCarapace",4,"SmlBlueKut-KuEar",5,"Hrd Monster Bone",1,32,2,0,-1,-2,26250,"Male/Female","Blade",6,1,1,"---","Attack",5,"SwdShrpner",2,"Defense",-4,,,,
"Kut-Ku Coat U","26250z","Blue Kut+Ku Wing",4,"BluKutKuCarapace",4,"SmlBlueKut-KuEar",5,"Hrd Monster Bone",1,19,5,3,0,1,26250,"Male/Female","Gunner",6,1,1,"---","Attack",5,"Defense",2,"Health",-4,,,,
"Gypceros Tasset U","29250z","Pur Rubbery Hide",3,"Monster Broth",2,"Antiseptic Stone",8,"King Scarab",3,34,-4,4,0,1,29250,"Male/Female","Blade",6,1,1,"---","Poison",3,"Recovery",3,"PsychicVis",2,"Wide Cntr",2,"Defense",-1
"Gypceros Coat U","29250z","Pur Rubbery Hide",3,"Monster Broth",2,"Antiseptic Stone",8,"King Scarab",3,19,-1,6,0,4,29250,"Male/Female","Gunner",6,1,1,"---","BmbShotAdd",5,"PsychicVis",1,"Health",-5,,,,
"Cephalos Tasset U","29250z","Coral Cphlos Scl",3,"Coral Cphlos Fin",4,"Machalite Ore",15,"Iron Ore",15,34,-3,-4,0,2,29250,"Male/Female","Blade",6,1,1,"---","Fate",3,"Fishing",2,"HearProtct",3,"Faint",-3,,
"Cephalos Coat U","29250z","Coral Cphlos Scl",3,"Coral Cphlos Fin",4,"Machalite Ore",15,"Iron Ore",15,19,-1,-2,1,5,29250,"Male/Female","Gunner",6,1,1,"---","Fate",3,"Fishing",2,"PsychicVis",3,"Health",-1,,
"Khezu Tasset U","32250z","Alluring Hide",2,"Pale Khezu Steak",1,"Monster Bone+",4,"Lifepowder",3,36,3,4,0,-3,32250,"Male/Female","Blade",6,1,1,"---","Rec Speed",6,"Recovery",2,"SwdShrpner",-3,,,,
"Khezu Coat U","32250z","Alluring Hide",2,"Pale Khezu Steak",1,"Monster Bone+",4,"Lifepowder",3,20,5,6,0,-1,32250,"Male/Female","Gunner",6,1,1,"---","Wide Rec",3,"Recovery",2,"Load",-2,"Worry",-4,,
"Gravios Tasset U","38250z","Blk Gravios Cpc",2,"Blk Gravios Shl",5,"Hrd Monster Bone",2,"Nova Crystal",3,40,2,2,0,-2,38250,"Male/Female","Blade",6,1,1,"---","Health",2,"Heat Res",2,"Fate",3,"PsychicVis",2,"Recovery",-2
"Gravios Coat U","38250z","Blk Gravios Cpc",2,"Blk Gravios Shl",5,"Hrd Monster Bone",2,"Nova Crystal",3,24,4,3,0,1,38250,"Male/Female","Gunner",6,1,1,"---","Heat Res",2,"PsychicVis",3,"Load",2,"Health",-4,,
"Black Belt Tasset","3300z","Basarios Coin",8,"Saber Ticket",3,"Gunner Ticket",3,"Rathalos Coin",8,12,2,2,2,2,3300,"Male/Female","Blade/Gunner",5,1,1,"---","Recovery",3,"PsychicVis",3,"Faint",-2,"Heat Res",-3,,
"Rathian Heart Coil","5025z","Pnk Rathian Shl",2,"Pnk Rathian Scl",3,"Pnk Rathian Claw",2,"Machalite Ore",7,16,2,-2,-4,0,5025,"Male/Female","Blade",5,1,1,"---","Health",2,"Fate",2,"Alchemy",3,"PsychicVis",2,"Paralysis",-2
"Rathian Heart Coat","5025z","Pnk Rathian Shl",2,"Pnk Rathian Scl",3,"Pnk Rathian Claw",2,"Machalite Ore",7,8,4,0,-2,2,5025,"Male/Female","Gunner",5,1,1,"---","Health",2,"Fate",2,"Alchemy",3,"PsychicVis",2,"Hunger",-2
"Rathalos Soul Coil","6225z","Azr Rthls Webbng",2,"Azure Rthlos Clw",2,"Azure Rthlos Scl",3,"Machalite Ore",5,17,2,-1,-4,2,6225,"Male/Female","Blade",5,1,1,"---","HearProtct",3,"SwdShrpner",2,"PsychicVis",4,"Whim",-2,,
"Rathalos Soul Coat","6225z","Azr Rthls Webbng",2,"Azure Rthlos Clw",2,"Azure Rthlos Scl",3,"Machalite Ore",5,9,4,2,-2,5,6225,"Male/Female","Gunner",5,1,1,"---","HearProtct",3,"Shot Mix",2,"PsychicVis",4,"Whim",-2,,
"Shinobi Belt (White)","39375z","Fatalis' Wing",1,"Guild Ticket",1,"Monster Broth",2,"Azur Rthlos Wing",1,15,0,2,1,-6,39375,"Male/Female","Blade/Gunner",5,1,1,"---","Poison",3,"Worry",2,"Hunger",2,,,,
"Shinobi Belt (Black)","39375z","Fatalis' Wing",1,"Guild Ticket",1,"Monster Broth",2,"Azur Rthlos Wing",1,15,2,4,2,-5,39375,"Male/Female","Blade/Gunner",5,1,1,"---","Poison",3,"Worry",2,"Hunger",2,,,,
"Guild Knight Coat+","39375z","King Scarab",3,"Guild Ticket",1,"Jewel Ticket",2,"Grn Plesioth Fin",3,15,0,0,0,0,39375,"Male","Blade/Gunner",5,1,1,"---","Gathering",2,"Whim",3,"Fate",3,"PsychicVis",3,,
"Guild Knight Kilt+","39375z","King Scarab",3,"Guild Ticket",1,"Jewel Ticket",2,"Grn Plesioth Fin",3,15,0,0,0,0,39375,"Male","Blade/Gunner",5,1,1,"---","Gathering",2,"Whim",3,"Fate",3,"PsychicVis",3,,
"Maiden's Skirt+","39375z","King Scarab",3,"Guild Ticket",1,"Jewel Ticket",2,"Grn Plesioth Fin",3,15,0,0,0,0,39375,"Female","Blade/Gunner",5,1,1,"---","Gathering",2,"Whim",3,"Fate",3,"PsychicVis",3,,
"Personal Frills+","39375z","King Scarab",3,"Guild Ticket",1,"Jewel Ticket",2,"Grn Plesioth Fin",3,15,0,0,0,0,39375,"Female","Blade/Gunner",5,1,1,"---","Gathering",2,"Whim",3,"Fate",3,"PsychicVis",3,,
"Rathian Heart Coil+","25125z","Pnk Rthian Plate",1,"Pnk Rathian Scl",5,"Pnk Rathian Claw",3,"King Scarab",2,26,2,-2,-4,0,25125,"Male/Female","Blade",5,1,1,"---","Health",3,"Fate",2,"PsychicVis",4,"Worry",-2,,
"Rathian Heart Coat+","25125z","Pnk Rthian Plate",1,"Pnk Rathian Scl",5,"Pnk Rathian Claw",3,"King Scarab",2,14,4,0,-2,2,25125,"Male/Female","Gunner",5,1,1,"---","Health",3,"Fate",2,"PsychicVis",4,"Worry",-2,,
"Rathalos Soul Coil+","27375z","Azre Rthls Plate",1,"Azure Rthlos Clw",3,"Wyvern Marrow",1,"King Scarab",1,27,2,-1,-4,2,27375,"Male/Female","Blade",5,1,1,"---","Faint",3,"Attack",2,"PsychicVis",1,"Defense",-2,"Whim",-3
"Rathalos Soul Coat+","27375z","Azre Rthls Plate",1,"Azure Rthlos Clw",3,"Wyvern Marrow",1,"King Scarab",1,15,4,2,-2,5,27375,"Male/Female","Gunner",5,1,1,"---","Faint",3,"Attack",2,"PsychicVis",1,"Defense",-2,"Whim",-3
"Auroros Tasset Mai","39375z","LaoShan Thoracic",1,"Lao-Shan's Shell",5,"Basrios Carapace",1,"Commendation",3,32,-2,0,-4,2,39375,"Male","Blade",5,1,1,"---","Rec Speed",2,"Map",2,"Guard",3,"Faint",-3,,
"Genesis Tasset Mai","39375z","LaoShan Thoracic",1,"Lao-Shan's Shell",5,"Basrios Carapace",1,"Commendation",3,16,1,2,-2,3,39375,"Male","Gunner",5,1,1,"---","Rec Speed",2,"Map",2,"Load",3,"Health",-3,,
"Borealis Tasset Mai","39375z","LaoShan Thoracic",1,"Lao-Shan's Shell",5,"Basrios Carapace",1,"Commendation",3,32,-2,0,-4,2,39375,"Female","Blade",5,1,1,"---","Rec Speed",2,"Map",2,"Guard",3,"Faint",-3,,
"Glyph Tasset Mai","39375z","LaoShan Thoracic",1,"Lao-Shan's Shell",5,"Basrios Carapace",1,"Commendation",3,16,1,2,-2,3,39375,"Female","Gunner",5,1,1,"---","Rec Speed",2,"Map",2,"Load",3,"Health",-3,,
"Red Borealis Mai","39375z","LaoShan Thoracic",1,"Lao-Shan's Shell",5,"Basrios Carapace",1,"Commendation",3,32,2,0,-4,-2,39375,"Female","Blade",5,1,1,"---","Rec Speed",2,"Map",2,"Fire Res",4,"PsychicVis",3,,
"Red Glyph Mai","39375z","LaoShan Thoracic",1,"Lao-Shan's Shell",5,"Basrios Carapace",1,"Commendation",3,16,3,2,-2,1,39375,"Female","Gunner",5,1,1,"---","Rec Speed",2,"Map",2,"Fire Res",4,"PsychicVis",3,,
"Dragonwings+","55555z","Fatalis Carapace",3,"Fatalis' Scale+",2,"Fatalis' Wing",1,"Azre Rthls Plate",1,34,0,2,-5,2,55555,"Male/Female","Blade",5,1,1,"---","Attack",2,"WindPress",3,"PsychicVis",1,"Defense",-2,"Hunger",-3
"Dragontail+","55555z","Fatalis Carapace",3,"Fatalis' Scale+",2,"Fatalis' Wing",1,"Azre Rthls Plate",1,17,2,4,-2,4,55555,"Male/Female","Gunner",5,1,1,"---","Attack",2,"WindPress",3,"PsychicVis",1,"Health",-2,"Hunger",-3
"Shinobi Belt(Heaven)","61875z","Fatalis Strg Wng",1,"Guild Ticket",1,"Monster Broth",5,"Azure Rthlos Cpc",5,20,0,2,1,-6,61875,"Male/Female","Blade/Gunner",7,1,1,"---","Protection",2,"Worry",2,"Hunger",3,"Throw",2,"Faint",-2
"Shinobi Belt (Earth)","61875z","Fatalis Strg Wng",1,"Guild Ticket",1,"Monster Broth",5,"Azure Rthlos Cpc",5,20,2,4,2,-5,61875,"Male/Female","Blade/Gunner",7,1,1,"---","Protection",2,"Worry",2,"Hunger",3,"Flute",2,"Faint",-2
"Guild Knight Coat S","61875z","Pure Crystal",1,"Guild Ticket",1,"Jewel Ticket",3,"Grn Plesioth Scl",3,20,0,0,0,0,61875,"Male","Blade/Gunner",7,1,1,"---","Protection",2,"Fate",3,"Gluttony",2,"Alchemy",2,"Poison",-2
"Guild Knight Kilt S","61875z","Pure Crystal",1,"Guild Ticket",1,"Jewel Ticket",3,"Grn Plesioth Scl",3,20,0,0,0,0,61875,"Male","Blade/Gunner",7,1,1,"---","Protection",2,"Fate",3,"Gluttony",2,"Alchemy",2,"Poison",-2
"Maiden's Skirt S","61875z","Pure Crystal",1,"Guild Ticket",1,"Monoblos Heart",1,"GrnPlesiothSclPc",3,20,0,0,0,0,61875,"Female","Blade/Gunner",7,1,1,"---","Protection",2,"Fate",3,"Gluttony",2,"Alchemy",2,"Poison",-2
"Personal Frills S","61875z","Pure Crystal",1,"Guild Ticket",1,"Monoblos Heart",1,"GrnPlesiothSclPc",3,20,0,0,0,0,61875,"Female","Blade/Gunner",7,1,1,"---","Protection",2,"Fate",3,"Gluttony",2,"Alchemy",2,"Poison",-2
"Rathian Heart Coil S","48375z","Pnk Rathian Rby",1,"Pnk Rathian Scl+",2,"Pnk Rathian Claw",3,"Inferno Sac",2,36,2,-2,-4,0,48375,"Male/Female","Blade",7,1,1,"---","Health",3,"Recovery",2,"PsychicVis",2,"Faint",-2,"Hunger",-2
"Rathian Heart Coat S","48375z","Pnk Rathian Rby",1,"Pnk Rathian Scl+",2,"Pnk Rathian Claw",3,"Inferno Sac",2,19,4,0,-2,2,48375,"Male/Female","Gunner",7,1,1,"---","Health",2,"Recovery",3,"Shot Mix",2,"Faint",-2,"MixSucRate",-2
"Rathalos Soul Coil S","50625z","Azure Rthlos Rby",1,"Azre Rthlos Scl+",1,"Azure Rthlos Shl",5,"Inferno Sac",2,37,2,-1,-4,2,50625,"Male/Female","Blade",7,1,1,"---","Sharpness",2,"WindPress",2,"Rec Speed",2,"Hunger",-2,"Faint",-3
"Rathalos Soul Coat S","50625z","Azure Rthlos Rby",1,"Azre Rthlos Scl+",1,"Azure Rthlos Shl",5,"Inferno Sac",2,20,4,2,-2,5,50625,"Male/Female","Gunner",7,1,1,"---","NormalS Up",3,"Fate",3,"Load",-3,"Whim",-2,,
"Auroros Tasset Haku","61875z","LaoS Heavy Shell",1,"Lao-ShanCarapace",5,"StrngGraviosWing",1,"Commendation",3,42,-2,0,-4,2,61875,"Male","Blade",7,1,1,"---","Rec Speed",3,"Attack",3,"All Res Up",2,"Defense",-3,,
"Genesis Tasset Haku","61875z","LaoS Heavy Shell",1,"Lao-ShanCarapace",5,"StrngGraviosWing",1,"Commendation",3,21,1,2,-2,3,61875,"Male","Gunner",7,1,1,"---","Rec Speed",3,"Load",3,"Defense",-5,,,,
"Borealis Tasset Haku","61875z","LaoS Heavy Shell",1,"Lao-ShanCarapace",5,"StrngGraviosWing",1,"Commendation",3,42,-2,0,-4,2,61875,"Female","Blade",7,1,1,"---","Rec Speed",3,"Attack",3,"All Res Up",2,"Defense",-3,,
"Glyph Tasset Haku","61875z","LaoS Heavy Shell",1,"Lao-ShanCarapace",5,"StrngGraviosWing",1,"Commendation",3,21,1,2,-2,3,61875,"Female","Gunner",7,1,1,"---","Rec Speed",3,"Load",3,"Defense",-5,,,,
"Dragonwing S","111111z","Fatalis Hvy Shl",3,"Thck Fatalis Scl",2,"Fatalis Strg Wng",1,"Azure Rthlos Rby",1,44,0,2,-5,2,111111,"Male/Female","Blade",7,1,1,"---","Rec Speed",2,"Attack",3,"Sharpness",2,"Faint",-4,,
"Dragontail S","111111z","Fatalis Hvy Shl",3,"Thck Fatalis Scl",2,"Fatalis Strg Wng",1,"Azure Rthlos Rby",1,22,2,4,-2,4,111111,"Male/Female","Gunner",7,1,1,"---","Rec Speed",3,"Load",3,"Protection",3,"Defense",-2,,
"Auroros Tasset Ten","123750z","Azure LaoS Spine",1,"Azure LaoS Shell",5,"Blk Gravios Wing",1,"Commendation",3,42,-2,0,-4,2,123750,"Male","Blade",7,1,1,"---","Fencing",3,"Attack",2,"Protection",4,"Recovery",-2,,
"Genesis Tasset Ten","123750z","Azure LaoS Spine",1,"Azure LaoS Shell",5,"Blk Gravios Wing",1,"Commendation",3,21,1,2,-2,3,123750,"Male","Gunner",7,1,1,"---","Recoil",3,"Load",-5,"Defense",-3,,,,
"Borealis Tasset Ten","123750z","Azure LaoS Spine",1,"Azure LaoS Shell",5,"Blk Gravios Wing",1,"Commendation",3,42,-2,0,-4,2,123750,"Female","Blade",7,1,1,"---","Fencing",3,"Attack",2,"Protection",4,"Recovery",-2,,
"Glyph Tasset Ten","123750z","Azure LaoS Spine",1,"Azure LaoS Shell",5,"Blk Gravios Wing",1,"Commendation",3,21,1,2,-2,3,123750,"Female","Gunner",7,1,1,"---","Recoil",3,"Load",-5,"Defense",-3,,,,
"Golden Moon Tasset","57375z","Gld Rathian Rby",1,"Gld Rthian Plate",1,"Gld Rathian Scl",3,"Gld Rathian Claw",4,40,2,-2,0,0,57375,"Male/Female","Blade",7,1,1,"---","Fate",3,"Sharpness",2,"PsychicVis",2,"SwdShrpner",-2,"Faint",-2
"Golden Moon Coat","57375z","Gld Rathian Rby",1,"Gld Rthian Plate",1,"Gld Rathian Scl",3,"Gld Rathian Claw",4,20,4,0,0,2,57375,"Male/Female","Gunner",7,1,1,"---","Fate",4,"NormalS Up",2,"PsychicVis",1,"Load",-2,"Worry",-2
"Silver Sol Tasset","61875z","Slvr Rthalos Rby",1,"Slvr Rthls Plate",1,"Slvr Rthlos Wing",1,"Slvr Rthalos Shl",2,42,2,2,0,-1,61875,"Male/Female","Blade",7,1,1,"---","Fencing",2,"Sharpness",3,"Faint",-3,"Fate",-3,,
"Silver Sol Coat","61875z","Slvr Rthalos Rby",1,"Slvr Rthls Plate",1,"Slvr Rthlos Wing",1,"Slvr Rthalos Shl",2,21,4,5,0,2,61875,"Male/Female","Gunner",7,1,1,"---","PierceSAdd",5,"Flute",2,"Health",-4,,,,
"Fatalis Wing","222222z","Fatlis Crmsn Shl",3,"Fatlis Crmsn Scl",2,"Fatalis Strg Wng",1,"Azure Rthlos Rby",1,44,0,2,-5,2,222222,"Male/Female","Blade",7,1,1,"---","Artisan",2,"All Res Up",2,"Protection",3,"PsychicVis",2,"Hunger",-2
"Fatalis Tail","222222z","Fatlis Crmsn Shl",3,"Fatlis Crmsn Scl",2,"Fatalis Strg Wng",1,"Azure Rthlos Rby",1,22,2,4,-2,4,222222,"Male/Female","Gunner",7,1,1,"---","Rapid Fire",2,"PsychicVis",1,"All Res Up",-3,"Defense",-5,,
"Battle Tasset U","19750z","Firecell Stone",2,"Splendid Beak",1,"Carbalite Ore",3,"Disk Stone",15,28,2,-2,0,-2,19750,"Male/Female","Blade",6,1,1,"---","PsychicVis",3,"Sharpness",2,"Faint",-3,"Attack",-3,,
"Battle Coat U","19750z","Firecell Stone",2,"Splendid Beak",1,"Carbalite Ore",3,"Dragon Seed",2,18,4,0,2,0,19750,"Male/Female","Gunner",6,1,1,"---","PsychicVis",3,"PierceSAdd",3,"Map",2,"Health",-3,,
"Red Borealis Haku","61875z","LaoS Heavy Shell",1,"Lao-ShanCarapace",5,"StrngGraviosWing",1,"Commendation",3,42,2,0,-4,-2,61875,"Female","Blade",7,1,1,"---","Rec Speed",3,"All Res Up",3,"PsychicVis",2,"Defense",-3,,
"Red Glyph Haku","61875z","LaoS Heavy Shell",1,"Lao-ShanCarapace",5,"StrngGraviosWing",1,"Commendation",3,21,3,2,-2,1,61875,"Female","Gunner",7,1,1,"---","Rec Speed",3,"All Res Up",2,"PsychicVis",4,"Load",-2,,
"Leather Belt*","150z",,,,,,,,,1,2,0,0,0,150,"Male/Female","Blade/Gunner",1,1,1,"---",,,,,,,,,,
"Basarios Tasset","3350z","Basarios Shell",4,"Machalite Ore",7,"Iron Ore",6,"Genprey Hide",3,16,0,2,-2,2,3350,"Male/Female","Blade",3,1,1,"---","Defense",2,"Sleep",2,"PsychicVis",3,"Protection",-2,,
"Basarios Coat","3350z","Basarios Shell",4,"Machalite Ore",7,"Iron Ore",6,"Genprey Hide",3,8,2,4,0,4,3350,"Male/Female","Gunner",3,1,1,"---","Defense",2,"Sleep",2,"PsychicVis",3,"Protection",-2,,
"Melahoa Skirt","1150z","Dosbiscus",3,"Godbug",5,"Silver Ticket",2,"Lifepowder",3,10,0,0,0,3,1150,"Male/Female","Blade/Gunner",5,1,1,"---","Gathering",4,"PsychicVis",4,"Cold Res",-3,,,,
"Bistro Apron","1150z","PlumFlynMealPass",1,"Well-Done Steak",10,"BBQ Ticket",2,"Flabby Hide",4,10,3,0,0,0,1150,"Male/Female","Blade/Gunner",5,1,1,"---","Gluttony",9,"Fishing",2,,,,,,
"Mosswine Hip","100z","Rathian Coin",1,"Bullfango Pelt",4,,,,,1,0,0,0,0,100,"Male/Female","Blade/Gunner",5,1,1,"---","Gluttony",5,"Health",2,"Hunger",-2,,,,
"Kirin Hoop","13875z","Kirin Hide",1,"Kirin Horn",2,"Rubbery Hide",2,"Electro Sac",3,21,0,4,0,0,13875,"Male/Female","Blade",5,1,1,"---","All Res Up",2,"Recovery",2,"Protection",2,"Whim",1,,
"Kirin Shorts","13875z","Kirin Hide",1,"Kirin Horn",2,"Rubbery Hide",2,"Electro Sac",3,10,2,6,0,2,13875,"Male/Female","Gunner",5,1,1,"---","All Res Up",2,"Recovery",2,"Protection",2,"Load",1,,
"Garuga Tasset","16750z","Garuga Scale",5,"Garuga Shell",5,"Garuga Wing",1,"Lg Monster Bone",1,26,2,2,0,0,16750,"Male/Female","Blade",5,1,1,"---","Sharpness",3,"Spc Attack",2,"PsychicVis",2,"SwdShrpner",-2,,
