"Name","Price","Material 1","Amount","Material 2","Amount","Material 3","Amount","Material 4","Amount","Defense","Fire Res","Thunder Res","Dragon Res","Water Res","Ice Res","Gender","Hunter Type","Rarity","HR","Elder*","Slots","Skill 1","Skill Point","Skill 2","Skill Point","Skill 3","Skill Point","Skill 4","Skill Point","Skill 5","Skill Point"
"Vespoid Guards S","23250z","Vspoid Razorwing",3,"Vespoid Carapace",3,"Vespoid Abdomen",1,"Monster Broth",3,16,-5,5,2,-4,23250,"Male/Female","Gunner",6,1,1,"---","Poison",3,"WideEffect",2,"Sleep",3,"Hunger",-3,,
"Hornet Vambraces S","23250z","Hornet Razorwing",3,"Hornet Carapace",4,"Hornetaur Wing",12,"Joiner Grasshppr",2,30,-6,-5,2,-1,23250,"Male/Female","Blade",6,1,1,"---","Dragon Res",5,"Fate",2,"Hunger",-4,,,,
"Hornet Guards S","23250z","Hornet Razorwing",3,"Hornet Carapace",4,"Hornetaur Wing",12,"Monster Broth",3,15,-5,-3,3,2,23250,"Male/Female","Gunner",6,1,1,"---","Dragon Res",5,"Fate",2,"Defense",-4,,,,
"Hi-Metal Vambraces S","23250z","Carbalite Ore",5,"Nova Crystal",1,"Dragonite Ore",10,"Electro Sac",4,30,-2,3,0,-2,23250,"Male/Female","Blade",6,1,1,"---","Health",3,"Throw",3,"Protection",2,"Cold Res",-3,,
"Hi-Metal Guards S","23250z","Carbalite Ore",5,"Nova Crystal",1,"Dragonite Ore",10,"Electro Sac",4,18,0,5,0,0,23250,"Male/Female","Gunner",6,1,1,"---","Health",2,"PierceS Up",2,"PsychicVis",2,"Cold Res",-3,"Load",-2
"Genprey Vambraces S","24750z","Genprey Scale+",4,"Genprey Hide+",6,"Carbalite Ore",5,"Gendrome Hide",3,31,2,3,-1,-2,24750,"Male/Female","Blade",6,1,1,"---","Paralysis",3,"Protection",2,"Spc Attack",3,"Guard",-3,,
"Genprey Guards S","24750z","Genprey Scale+",4,"Genprey Hide+",6,"Carbalite Ore",5,"Gendrome Hide",3,19,4,5,0,0,24750,"Male/Female","Gunner",6,1,1,"---","Paralysis",5,"Faint",2,"PelletS Up",2,"Load",-2,,
"Kut-Ku Vambraces S","26250z","Kut-Ku Carapace",3,"Long Kut-Ku Ear",3,"Kut-Ku Wing",4,"Monster Bone+",3,32,2,0,-1,-2,26250,"Male/Female","Blade",6,1,1,"---","Attack",5,"Protection",2,"Defense",-4,,,,
"Kut-Ku Guards S","26250z","Kut-Ku Carapace",3,"Long Kut-Ku Ear",3,"Kut-Ku Wing",4,"Monster Bone+",3,19,5,3,0,1,26250,"Male/Female","Gunner",6,1,1,"---","Attack",2,"Protection",2,"PsychicVis",4,"Health",-2,,
"Ioprey Vambraces S","27750z","Ioprey Scale+",4,"Ioprey Hide+",6,"Fire Stone",1,"Iodrome Hide",3,33,3,-2,-1,2,27750,"Male/Female","Blade",6,1,1,"---","Poison",3,"Paralysis",2,"BombStrUp",1,"MixSucRate",-5,,
"Ioprey Guards S","27750z","Ioprey Scale+",4,"Ioprey Hide+",6,"Fire Stone",1,"Iodrome Hide",3,19,5,0,0,4,27750,"Male/Female","Gunner",6,1,1,"---","Poison",3,"Paralysis",1,"PierceS Up",3,"Load",-4,,
"Gypceros Vambraces S","29250z","Rubbery Hide+",4,"Monster Broth",2,"Antiseptic Stone",8,"Genprey Scale+",2,34,-4,4,0,1,29250,"Male/Female","Blade",6,1,1,"---","Gluttony",6,"Spc Attack",3,"StealNoEff",1,"Defense",-1,,
"Gypceros Guards S","29250z","Rubbery Hide+",4,"Monster Broth",2,"Antiseptic Stone",8,"Genprey Scale+",2,19,-1,6,0,4,29250,"Male/Female","Gunner",6,1,1,"---","Gluttony",2,"PelletSAdd",3,"Load",-2,"Defense",-4,,
"Cephalos Vambraces S","29250z","Cephalos Scale+",5,"Cephalos Fin+",2,"Machalite Ore",15,"Iron Ore",20,34,-3,-4,0,2,29250,"Male/Female","Blade",6,1,1,"---","Heat Res",3,"Guard",3,"Recovery",2,"Faint",-3,,
"Cephalos Guards S","29250z","Cephalos Scale+",5,"Cephalos Fin+",2,"Machalite Ore",15,"Iron Ore",20,19,-1,-2,1,5,29250,"Male/Female","Gunner",6,1,1,"---","Heat Res",3,"Defense",4,"Recovery",2,"Faint",-2,,
"Steel Vambraces S","26250z","Pure Crystal",1,"Nova Crystal",2,"Dragonite Ore",10,"Machalite Ore",12,32,2,-2,0,2,26250,"Male/Female","Blade",6,1,1,"---","MixSucRate",2,"SwdShrpner",3,"PsychicVis",2,"Defense",-4,,
"Rathian Vambraces S","32250z","Rathian Ruby",1,"Rathian Carapace",2,"Rathian Scale+",3,"Dragonite Ore",4,36,2,-2,-4,0,32250,"Male/Female","Blade",6,1,1,"---","Health",3,"Protection",2,"Guard",3,"Hunger",-3,,
"Rathian Guards S","32250z","Rathian Ruby",1,"Rathian Carapace",2,"Rathian Scale+",3,"Dragonite Ore",4,19,4,0,-2,2,32250,"Male/Female","Gunner",6,1,1,"---","Protection",2,"Recovery",2,"Defense",3,"MixSucRate",-4,,
"Khezu Vambraces S","32250z","Pale Khezu Steak",1,"Khezu Hide - Tan",2,"Monster Broth",3,"Monster Bone+",2,36,-3,4,0,3,32250,"Male/Female","Blade",6,1,1,"---","Wide Rec",4,"HearProtct",2,"PsychicVis",1,"Faint",-2,"Protection",-2
"Khezu Guards S","32250z","Pale Khezu Steak",1,"Khezu Hide - Tan",2,"Monster Broth",3,"Monster Bone+",2,20,-1,6,0,5,32250,"Male/Female","Gunner",6,1,1,"---","Wide Rec",4,"Defense",2,"Poison",-2,"Protection",-3,,
"Rathalos Vambraces S","33750z","Rathalos Ruby",1,"Rathalos Scale+",2,"Rathalos Shell",5,"Joiner Grasshppr",2,37,2,2,-4,-1,33750,"Male/Female","Blade",6,1,1,"---","Sharpness",3,"Rec Speed",2,"Protection",3,"Faint",-3,,
"Rathalos Guards S","33750z","Rathalos Ruby",1,"Rathalos Scale+",2,"Rathalos Tail",4,"Joiner Grasshppr",2,20,4,5,-2,2,33750,"Male/Female","Gunner",6,1,1,"---","PierceS Up",2,"Rec Speed",3,"PsychicVis",1,"Load",-3,"Fate",-2
"Plesioth Vambraces S","33750z","Plesioth Scale+",1,"Plesioth Top Fin",3,"Monster Broth",1,"Cephalos Scale+",3,37,-4,-4,0,4,33750,"Male/Female","Blade",6,1,1,"---","Fishing",3,"Heat Res",3,"Hunger",3,"Faint",-2,,
"Plesioth Guards S","33750z","Plesioth Scale+",1,"Plesioth Top Fin",3,"Monster Broth",1,"Cephalos Scale+",3,20,-2,-2,1,6,33750,"Male/Female","Gunner",6,1,1,"---","Fishing",3,"Heat Res",3,"Hunger",3,"Faint",-2,,
"Lobster Vambraces S","33750z","Gt Lobstershell",2,"Plesioth Top Fin",1,"King Scarab",6,"Iodrome Hide",2,37,-2,-6,-2,4,33750,"Male/Female","Blade",6,1,1,"---","Water Res",5,"Flute",3,"Worry",-3,,,,
"Lobster Guards S","33750z","Gt Lobstershell",2,"Plesioth Top Fin",1,"King Scarab",6,"Iodrome Hide",2,20,0,-5,0,6,33750,"Male/Female","Gunner",6,1,1,"---","Water Res",5,"Flute",3,"Worry",-3,,,,
"Diablo Vambraces S","35250z","Diablos Thoracic",2,"Solid Blos Horn",1,"Diablos Carapace",5,"Genprey Hide+",4,38,3,1,0,-1,35250,"Male/Female","Blade",6,1,1,"---","WindPress",4,"HearProtct",2,"Hunger",-3,"Faint",-2,,
"Diablo Guards S","35250z","Diablos Thoracic",2,"Solid Blos Horn",1,"Diablos Carapace",5,"Genprey Hide+",4,20,5,4,0,2,35250,"Male/Female","Gunner",6,1,1,"---","WindPress",4,"HearProtct",3,"Hunger",-3,"Faint",-1,,
"Monoblos Vambraces S","35250z","Firecell Stone",1,"Crimson Horn",2,"Monoblos Shell",5,"Hrd Monster Bone",3,38,2,-2,-1,-1,35250,"Male/Female","Blade",6,1,1,"---","Artisan",4,"Whim",4,"Hunger",-3,,,,
"Monoblos Guards S","35250z","Firecell Stone",1,"Crimson Horn",2,"Monoblos Shell",5,"Hrd Monster Bone",3,20,4,0,0,2,35250,"Male/Female","Gunner",6,1,1,"---","Health",4,"WideEffect",3,"Hunger",-4,,,,
"Gravios Vambraces S","38250z","GraviosHeavyShl",2,"Gravios Jaw",1,"Gravios Shell",6,"Hrd Monster Bone",1,40,2,2,-2,-2,38250,"Male/Female","Blade",6,1,1,"---","Health",3,"Attack",2,"PsychicVis",2,"Defense",-2,"Protection",-2
"Gravios Guards S","38250z","GraviosHeavyShl",2,"Gravios Jaw",1,"Gravios Shell",6,"Hrd Monster Bone",1,20,4,3,0,1,38250,"Male/Female","Gunner",6,1,1,"---","ClustS Add",2,"PsychicVis",2,"Load",-3,,,,
"Leather Vambraces U","3350z","Rathian Carapace",1,"Dragonite Ore",3,"Wht Velopry Hide",4,"WhtVeloprySclPc",3,16,3,3,1,3,3350,"Male/Female","Blade/Gunner",6,1,1,"---","Defense",2,"Spc Attack",4,"Faint",-5,,,,
"Hunter's Vambraces U","13750z","Rathlos Carapace",1,"Carbalite Ore",1,"Blk Gravios Shl",2,"Flame Sac",3,24,0,-4,0,0,13750,"Male/Female","Blade",6,1,1,"---","Artisan",2,"PsychicVis",2,"SwdShrpner",2,"Hunger",-2,"Faint",-3
"Hunter's Guards U","13750z","Rathlos Carapace",1,"Carbalite Ore",1,"Blk Gravios Shl",2,"Flame Sac",3,18,2,-2,0,2,13750,"Male/Female","Gunner",6,1,1,"---","PierceS Up",2,"PsychicVis",1,"Faint",-5,"Load",-3,,
"Bone Vambraces U","18250z","Firecell Stone",1,"Hrd Monster Bone",1,"Bullfango Pelt",4,"King Scarab",3,27,2,-2,-2,2,18250,"Male/Female","Blade",6,1,1,"---","Alchemy",3,"All Res Up",2,"PsychicVis",3,"Poison",-2,,
"Bone Guards U","18250z","Firecell Stone",1,"Hrd Monster Bone",1,"Bullfango Pelt",4,"King Scarab",3,18,5,0,0,5,18250,"Male/Female","Gunner",6,1,1,"---","Alchemy",3,"All Res Up",2,"PsychicVis",2,"Protection",-4,,
"Velociprey Braces U","38250z","WhtVelopry Scale",3,"Wht Velopry Hide",5,"Blk Gravios Cpc",2,"Monster Bone+",2,40,1,1,-1,1,38250,"Male/Female","Blade",6,1,1,"---","Gluttony",2,"All Res Up",3,"PsychicVis",3,"Poison",-3,,
"Velociprey Guards U","38250z","WhtVelopry Scale",3,"Wht Velopry Hide",5,"Blk Gravios Cpc",2,"Monster Bone+",2,20,3,3,0,3,38250,"Male/Female","Gunner",6,1,1,"---","Gluttony",2,"All Res Up",2,"PsychicVis",3,"Health",-3,,
"Hi-Metal Vambraces U","23250z","Basarios Tears",1,"Pure Crystal",1,"Carbalite Ore",3,"Nova Crystal",1,30,-2,3,0,-2,23250,"Male/Female","Blade",6,1,1,"---","Health",5,"Sharpness",3,"Faint",-3,,,,
"Hi-Metal Guards U","23250z","Basarios Tears",1,"Pure Crystal",1,"Carbalite Ore",3,"Nova Crystal",1,18,0,5,0,0,23250,"Male/Female","Gunner",6,1,1,"---","Health",2,"Shot Mix",2,"PsychicVis",2,"Heat Res",-3,"MixSucRate",-2
"Kut-Ku Vambraces U","26250z","Blue Kut-Ku Ear",3,"BluKutKuCarapace",4,"Blue Kut+Ku Wing",4,"Hrd Monster Bone",1,32,2,0,-1,-2,26250,"Male/Female","Blade",6,1,1,"---","Attack",5,"Spc Attack",2,"Defense",-4,,,,
"Kut-Ku Guards U","26250z","Blue Kut-Ku Ear",3,"BluKutKuCarapace",4,"Blue Kut+Ku Wing",4,"Hrd Monster Bone",1,19,5,3,0,1,26250,"Male/Female","Gunner",6,1,1,"---","Attack",5,"Defense",2,"Health",-4,,,,
"Gypceros Vambraces U","29250z","Pur Rubbery Hide",3,"Monster Broth",2,"Antiseptic Stone",8,"Genprey Scale+",2,34,-4,4,0,1,29250,"Male/Female","Blade",6,1,1,"---","Poison",4,"Recovery",2,"PsychicVis",3,"Defense",-2,,
"Gypceros Guards U","29250z","Pur Rubbery Hide",3,"Monster Broth",2,"Antiseptic Stone",8,"Genprey Scale+",2,19,-1,6,0,4,29250,"Male/Female","Gunner",6,1,1,"---","BmbShotAdd",6,"Health",-5,,,,,,
"Cephalos Vambraces U","29250z","Coral Cphlos Scl",3,"Coral Cphlos Fin",4,"Machalite Ore",20,"Monster Bone+",2,34,-3,-4,0,2,29250,"Male/Female","Blade",6,1,1,"---","Fate",3,"Fishing",2,"HearProtct",1,"PsychicVis",2,"Faint",-3
"Cephalos Guards U","29250z","Coral Cphlos Scl",3,"Coral Cphlos Fin",4,"Machalite Ore",20,"Monster Bone+",2,19,-1,-2,1,5,29250,"Male/Female","Gunner",6,1,1,"---","Fate",3,"Fishing",3,"PsychicVis",3,"Health",-2,,
"Khezu Vambraces U","32250z","Alluring Hide",3,"Pale Khezu Steak",1,"Union Ore",4,"Lifepowder",3,36,3,4,0,-3,32250,"Male/Female","Blade",6,1,1,"---","Rec Speed",5,"Recovery",3,"SwdShrpner",-3,,,,
"Khezu Guards U","32250z","Alluring Hide",3,"Pale Khezu Steak",1,"Union Ore",4,"Lifepowder",3,20,5,6,0,-1,32250,"Male/Female","Gunner",6,1,1,"---","Wide Rec",4,"Recovery",3,"PsychicVis",1,"Load",-1,"Worry",-2
"Plesioth Vambraces U","33750z","Grn Plesioth Scl",2,"Grn Plesioth Fin",3,"Monster Broth",2,"Carbalite Ore",3,37,-4,-4,0,4,33750,"Male/Female","Blade",6,1,1,"---","Attack",3,"Protection",3,"Fate",3,"Guard",-2,,
"Plesioth Guards U","33750z","Grn Plesioth Scl",2,"Grn Plesioth Fin",3,"Monster Broth",2,"Carbalite Ore",3,20,-2,-2,1,6,33750,"Male/Female","Gunner",6,1,1,"---","Attack",4,"Protection",2,"Fate",3,"Health",-2,,
"Diablo Vambraces U","35250z","Black Blos Spine",2,"TwstBlckBlosHrn",1,"Black Blos Shell",5,"Genprey Hide+",2,38,3,1,0,-1,35250,"Male/Female","Blade",6,1,1,"---","WindPress",4,"Fate",4,"Hunger",-3,,,,
"Diablo Guards U","35250z","Black Blos Spine",2,"TwstBlckBlosHrn",1,"Black Blos Shell",5,"Genprey Hide+",2,20,5,4,0,2,35250,"Male/Female","Gunner",6,1,1,"---","WindPress",4,"Fate",4,"Hunger",-3,,,,
"Gravios Vambraces U","38250z","Blk Gravios Cpc",2,"Blk Gravios Shl",5,"Hrd Monster Bone",4,"Ioprey Hide+",5,40,2,2,0,-2,38250,"Male/Female","Blade",6,1,1,"---","Health",3,"Heat Res",2,"Fate",2,"Fencing",2,"Recovery",-2
"Gravios Guards U","38250z","Blk Gravios Cpc",2,"Blk Gravios Shl",5,"Hrd Monster Bone",4,"Ioprey Hide+",5,24,4,3,0,1,38250,"Male/Female","Gunner",6,1,1,"---","Heat Res",3,"PsychicVis",3,,,,,,
"(Torso Inc) Black Belt Vambraces","3300z","Gypceros Coin",6,"Saber Ticket",3,"Gunner Ticket",2,"Cephalos Coin",6,12,2,2,2,2,3300,"Male/Female","Blade/Gunner",5,1,1,"---","Torso Inc",,,,,,,,,
"Rathian Heart Braces","5025z","Pnk Rathian Scl",4,"Pnk Rathian Shl",2,"Pnk Rathian Claw",1,"Machalite Ore",5,16,2,-2,-4,0,5025,"Male/Female","Blade",5,1,1,"---","Health",2,"Fate",3,"Alchemy",2,"PsychicVis",1,"Paralysis",-3
"Rathian Heart Guards","5025z","Pnk Rathian Scl",4,"Pnk Rathian Shl",2,"Pnk Rathian Claw",1,"Machalite Ore",5,8,4,0,-2,2,5025,"Male/Female","Gunner",5,1,1,"---","Health",2,"Fate",3,"Alchemy",2,"PsychicVis",2,"Hunger",-2
"Rathalos Soul Braces","6225z","Azr Rthls Webbng",2,"Azure Rthlos Shl",2,"Flame Sac",1,"Machalite Ore",5,17,2,-1,-4,2,6225,"Male/Female","Blade",5,1,1,"---","HearProtct",2,"SwdShrpner",3,"Whim",-3,,,,
"Rathalos Soul Guards","6225z","Azr Rthls Webbng",2,"Azur Rthlos Tail",1,"Flame Sac",1,"Machalite Ore",5,9,4,2,-2,5,6225,"Male/Female","Gunner",5,1,1,"---","HearProtct",2,"Shot Mix",2,"Whim",-2,,,,
"Monodevil Vambraces","13875z","Wht Monoblos Hrn",1,"Wht Monoblos Spn",2,"Wht Monoblos Shl",2,"Machalite Ore",8,21,2,-2,-1,-1,13875,"Male/Female","Blade",5,1,1,"---","Attack",3,"WindPress",4,"Hunger",-3,"Defense",-1,,
"Monodevil Guards","13875z","Wht Monoblos Hrn",1,"Wht Monoblos Spn",2,"Wht Monoblos Shl",2,"Machalite Ore",8,10,4,0,0,2,13875,"Male/Female","Gunner",5,1,1,"---","Attack",3,"WindPress",3,"Hunger",-3,"Defense",-2,,
"Shinobi Kote (White)","39375z","Fatalis' Wing",1,"Guild Ticket",1,"Monster Broth",2,"Rathian Spike",3,15,0,2,1,-6,39375,"Male/Female","Blade/Gunner",5,1,1,"---","Poison",3,"Worry",2,"Hunger",2,"PsychicVis",4,,
"Shinobi Kote (Black)","39375z","Fatalis' Wing",1,"Guild Ticket",1,"Monster Broth",2,"Rathian Spike",3,15,2,4,2,-5,39375,"Male/Female","Blade/Gunner",5,1,1,"---","Poison",3,"Worry",2,"Hunger",2,"PsychicVis",4,,
"Guild Knight Gloves+","39375z","King Scarab",3,"Guild Ticket",1,"Egg Ticket",2,"Pale Bone",1,15,0,0,0,0,39375,"Male","Blade/Gunner",5,1,1,"---","Gathering",2,"Whim",3,"Fate",3,"PsychicVis",3,,
"Guild Knght Sleeves+","39375z","King Scarab",3,"Guild Ticket",1,"Egg Ticket",2,"Pale Bone",1,15,0,0,0,0,39375,"Male","Blade/Gunner",5,1,1,"---","Gathering",2,"Whim",3,"Fate",3,"PsychicVis",3,,
"Maiden's Sleeves+","39375z","King Scarab",3,"Guild Ticket",1,"Egg Ticket",2,"Pale Bone",1,15,0,0,0,0,39375,"Female","Blade/Gunner",5,1,1,"---","Gathering",2,"Whim",3,"Fate",3,"PsychicVis",3,,
"Personal Sleeves+","39375z","King Scarab",3,"Guild Ticket",1,"Egg Ticket",2,"Pale Bone",1,15,0,0,0,0,39375,"Female","Blade/Gunner",5,1,1,"---","Gathering",2,"Whim",3,"Fate",3,"PsychicVis",3,,
"Rathian Heart Brace+","25125z","Pnk Rthian Plate",1,"Pnk Rathian Shl",3,"Flame Sac",2,"Nova Crystal",1,26,2,-2,-4,0,25125,"Male/Female","Blade",5,1,1,"---","Health",3,"Fate",3,"Worry",-3,"Defense",-2,,
"Rathian Heart Guard+","25125z","Pnk Rthian Plate",1,"Pnk Rathian Shl",3,"Flame Sac",2,"Nova Crystal",1,14,4,0,-2,2,25125,"Male/Female","Gunner",5,1,1,"---","Health",3,"Fate",3,"Worry",-2,"Defense",-3,,
"Rathalos Soul Brace+","27375z","Azre Rthls Plate",1,"Azure Rthlos Shl",4,"Azure Rthlos Scl",4,"Monster Bone+",3,27,2,-1,-4,2,27375,"Male/Female","Blade",5,1,1,"---","Faint",2,"Attack",3,"Defense",-3,"Whim",-3,,
"Rathalos Soul Guard+","27375z","Azre Rthls Plate",1,"Azur Rthlos Tail",2,"Azure Rthlos Scl",4,"Monster Bone+",3,15,4,2,-2,5,27375,"Male/Female","Gunner",5,1,1,"---","Faint",2,"Attack",3,"PsychicVis",2,"Defense",-2,"Whim",-2
"Auroros Gauntlet Mai","39375z","LaoShan Thoracic",1,"Lao-Shan's Scale",5,"Rathian Scale+",3,"Commendation",3,32,-2,0,-4,2,39375,"Male","Blade",5,1,1,"---","Rec Speed",2,"Map",2,"Guard",3,"Fire Res",2,"Faint",-2
"Genesis Gauntlet Mai","39375z","LaoShan Thoracic",1,"Lao-Shan's Scale",5,"Rathian Scale+",3,"Commendation",3,16,1,2,-2,3,39375,"Male","Gunner",5,1,1,"---","Rec Speed",2,"Map",2,"Load",3,"Fire Res",2,"Health",-2
"Borealis GauntletMai","39375z","LaoShan Thoracic",1,"Lao-Shan's Scale",5,"Rathian Scale+",3,"Commendation",3,32,-2,0,-4,2,39375,"Female","Blade",5,1,1,"---","Rec Speed",2,"Map",2,"Guard",3,"Fire Res",2,"Faint",-2
"Glyph Gauntlet Mai","39375z","LaoShan Thoracic",1,"Lao-Shan's Scale",5,"Rathian Scale+",3,"Commendation",3,16,1,2,-2,3,39375,"Female","Gunner",5,1,1,"---","Rec Speed",2,"Map",2,"Load",3,"Fire Res",2,"Health",-2
"Dragonclaw+","55555z","Fatalis' Spike",2,"Hrd Fatalis Crst",1,"Fatalis Carapace",3,"Rathian Plate",1,34,0,2,-5,2,55555,"Male/Female","Blade",5,1,1,"---","Attack",2,"WindPress",3,"PsychicVis",1,"Defense",-2,"Hunger",-3
"Dragonfist+","55555z","Fatalis' Spike",2,"Hrd Fatalis Crst",1,"Fatalis Carapace",3,"Rathian Plate",1,17,2,4,-2,4,55555,"Male/Female","Gunner",5,1,1,"---","Attack",2,"WindPress",3,"PsychicVis",1,"Health",-2,"Hunger",-3
"Shinobi Kote(Heaven)","61875z","Fatalis Strg Wng",1,"Guild Ticket",1,"Monster Broth",5,"Rathian Scale+",5,20,0,2,1,-6,61875,"Male/Female","Blade/Gunner",7,1,1,"---","Protection",2,"Worry",2,"Hunger",3,"Throw",2,"Faint",-2
"Shinobi Kote (Earth)","61875z","Fatalis Strg Wng",1,"Guild Ticket",1,"Monster Broth",5,"Rathian Scale+",5,20,2,4,2,-5,61875,"Male/Female","Blade/Gunner",7,1,1,"---","Protection",2,"Worry",2,"Hunger",3,"Flute",2,"Faint",-2
"Guild Knight GlovesS","61875z","Pure Crystal",1,"Guild Ticket",1,"Egg Ticket",5,"Alluring Hide",3,20,0,0,0,0,61875,"Male","Blade/Gunner",7,1,1,"---","Protection",2,"Fate",3,"Gluttony",2,"Alchemy",2,"Poison",-2
"Guild Knight SleeveS","61875z","Pure Crystal",1,"Guild Ticket",1,"Egg Ticket",5,"Alluring Hide",3,20,0,0,0,0,61875,"Male","Blade/Gunner",7,1,1,"---","Protection",2,"Fate",3,"Gluttony",2,"Alchemy",2,"Poison",-2
"Maiden's Sleeves S","61875z","Pure Crystal",1,"Guild Ticket",1,"Egg Ticket",5,"Alluring Hide",3,20,0,0,0,0,61875,"Female","Blade/Gunner",7,1,1,"---","Protection",2,"Fate",3,"Gluttony",2,"Alchemy",2,"Poison",-2
"Personal Sleeves S","61875z","Pure Crystal",1,"Guild Ticket",1,"Egg Ticket",5,"Alluring Hide",3,20,0,0,0,0,61875,"Female","Blade/Gunner",7,1,1,"---","Protection",2,"Fate",3,"Gluttony",2,"Alchemy",2,"Poison",-2
"Rathian Heart BraceS","48375z","Pnk Rathian Rby",1,"Pnk Rathian Cpc",2,"Pnk Rathian Scl",4,"Carbalite Ore",3,36,2,-2,-4,0,48375,"Male/Female","Blade",7,1,1,"---","Health",3,"Recovery",2,"PsychicVis",1,"Faint",-2,"Dragon Res",-3
"Rathian Heart GuardS","48375z","Pnk Rathian Rby",1,"Pnk Rathian Cpc",2,"Pnk Rathian Scl",4,"Carbalite Ore",3,19,4,0,-2,2,48375,"Male/Female","Gunner",7,1,1,"---","Health",4,"Recovery",2,"PsychicVis",1,"Faint",-4,,
"Rathalos Soul BraceS","50625z","Azure Rthlos Rby",1,"Azure Rthlos Cpc",3,"Azure Rthlos Scl",4,"Carbalite Ore",3,37,2,-1,-4,2,50625,"Male/Female","Blade",7,1,1,"---","Sharpness",3,"WindPress",4,"Hunger",-2,"Faint",-2,,
"Rathalos Soul GuardS","50625z","Azure Rthlos Rby",1,"Azure Rthlos Cpc",3,"Azur Rthlos Tail",3,"Carbalite Ore",3,20,4,2,-2,5,50625,"Male/Female","Gunner",7,1,1,"---","NormalS Up",3,"Fate",2,"PsychicVis",1,"Load",-3,"Whim",-2
"Monodevil VambracesS","59625z","Firecell Stone",2,"Wht Monoblos Hrn",3,"Wht Monoblos Spn",5,"Black Blos Shell",6,41,2,-2,-1,-1,59625,"Male/Female","Blade",7,1,1,"---","WindPress",4,"Faint",4,"Hunger",-3,,,,
"Monodevil Guards S","59625z","Firecell Stone",2,"Wht Monoblos Hrn",3,"Wht Monoblos Spn",5,"Black Blos Shell",6,21,4,0,0,2,59625,"Male/Female","Gunner",7,1,1,"---","WindPress",4,"Faint",4,"Hunger",-3,,,,
"Auroros GauntletHaku","61875z","LaoS Heavy Shell",1,"Lao-Shan Scale+",5,"Azre Rthlos Scl+",3,"Commendation",3,42,-2,0,-4,2,61875,"Male","Blade",7,1,1,"---","Rec Speed",2,"Attack",3,"All Res Up",3,"Defense",-3,,
"Genesis GauntletHaku","61875z","LaoS Heavy Shell",1,"Lao-Shan Scale+",5,"Azre Rthlos Scl+",3,"Commendation",3,21,1,2,-2,3,61875,"Male","Gunner",7,1,1,"---","Rec Speed",2,"Load",3,"All Res Up",1,"Defense",-5,,
"BorealisGauntletHaku","61875z","LaoS Heavy Shell",1,"Lao-Shan Scale+",5,"Azre Rthlos Scl+",3,"Commendation",3,42,-2,0,-4,2,61875,"Female","Blade",7,1,1,"---","Rec Speed",2,"Attack",3,"All Res Up",3,"Defense",-3,,
"Glyph Gauntlets Haku","61875z","LaoS Heavy Shell",1,"Lao-Shan Scale+",5,"Azre Rthlos Scl+",3,"Commendation",3,21,1,2,-2,3,61875,"Female","Gunner",7,1,1,"---","Rec Speed",2,"Load",3,"All Res Up",1,"Defense",-5,,
"Dragonclaw S","111111z","Fatalis' Gore",2,"Hrd Fatalis Crst",1,"Fatalis Hvy Shl",3,"Rathian Ruby",1,44,0,2,-5,2,111111,"Male/Female","Blade",7,1,1,"---","Rec Speed",2,"Attack",4,"Sharpness",2,"Faint",-3,,
"Dragonfist S","111111z","Fatalis' Gore",2,"Hrd Fatalis Crst",1,"Fatalis Hvy Shl",3,"Rathian Ruby",1,22,2,4,-2,4,111111,"Male/Female","Gunner",7,1,1,"---","Rec Speed",2,"Load",3,"Protection",3,"Defense",-3,,
"Auroros Gauntlet Ten","123750z","Azure LaoS Claw",1,"Azure LaoS Scale",5,"Azre Rthls Plate",1,"Commendation",3,42,-2,0,-4,2,123750,"Male","Blade",7,1,1,"---","Fencing",3,"Attack",2,"Protection",4,"Recovery",-2,,
"Genesis Gauntlet Ten","123750z","Azure LaoS Claw",1,"Azure LaoS Scale",5,"Azre Rthls Plate",1,"Commendation",3,21,1,2,-2,3,123750,"Male","Gunner",7,1,1,"---","Recoil",3,"Load",-5,"Defense",-3,,,,
"Borealis GauntletTen","123750z","Azure LaoS Claw",1,"Azure LaoS Scale",5,"Azre Rthls Plate",1,"Commendation",3,42,-2,0,-4,2,123750,"Female","Blade",7,1,1,"---","Fencing",3,"Attack",2,"Protection",4,"Recovery",-2,,
"Glyph Gauntlets Ten","123750z","Azure LaoS Claw",1,"Azure LaoS Scale",5,"Azre Rthls Plate",1,"Commendation",3,21,1,2,-2,3,123750,"Female","Gunner",7,1,1,"---","Recoil",3,"Load",-5,"Defense",-3,,,,
"Golden Moon Braces","57375z","Gld Rathian Rby",1,"Gld Rathian Shl",3,"Gld Rthian Spike",1,"Gld Rathian Scl",3,40,2,-2,0,0,57375,"Male/Female","Blade",7,1,1,"---","Fate",3,"Sharpness",2,"PsychicVis",2,"SwdShrpner",-2,"Faint",-2
"Golden Moon Guards","57375z","Gld Rathian Rby",1,"Gld Rathian Shl",3,"Gld Rthian Spike",1,"Gld Rathian Scl",3,20,4,0,0,2,57375,"Male/Female","Gunner",7,1,1,"---","Fate",2,"NormalS Up",3,"Load",-3,"Worry",-3,,
