"Name","Price","Material 1","Amount","Material 2","Amount","Material 3","Amount","Material 4","Amount","Defense","Fire Res","Thunder Res","Dragon Res","Water Res","Ice Res","Gender","Hunter Type","Rarity","HR","Elder*","Slots","Skill 1","Skill Point","Skill 2","Skill Point","Skill 3","Skill Point","Skill 4","Skill Point","Skill 5","Skill Point"
"Genprey Leggings S","24750z","Genprey Scale+",4,"Genprey Hide+",6,"Carbalite Ore",5,"Monster Bone+",3,19,4,5,0,0,24750,"Male/Female","Gunner",6,1,1,"---","Paralysis",4,"Faint",2,"NormalS Up",2,"Load",-3,,
"Pink Metal Boots S(BuyShopOnly)","43000z","Firecell Stone",1,"Union Ore",10,"Pnk Rathian Scl+",2,,,22,2,0,0,-2,43000,"Female","Blade/Gunner",6,1,1,"---","StealNoEff",9,"Spc Attack",2,,,,,,
"Chrome Metal Boots S(BuyShopOnly)","45150z","Carbalite Ore",10,"Blk Gravios Shl",5,"Small Goldenfish",5,,,22,2,0,0,-2,45150,"Male/Female","Blade/Gunner",6,1,1,"---","WindPress",3,"PsychicVis",4,"Defense",-3,,,,
"Ioprey Greaves S","27750z","Ioprey Scale+",4,"Ioprey Hide+",6,"Carbalite Ore",6,"Monster Bone+",3,33,3,-2,-1,2,27750,"Male/Female","Blade",6,1,1,"---","Poison",5,"Paralysis",1,"Protection",2,"MixSucRate",-3,,
"Ioprey Leggings S","27750z","Ioprey Scale+",4,"Ioprey Hide+",6,"Carbalite Ore",6,"Monster Bone+",3,19,5,0,0,4,27750,"Male/Female","Gunner",6,1,1,"---","Poison",4,"Paralysis",3,"PelletS Up",2,"Load",-2,,
"Gypceros Greaves S","29250z","Rubbery Hide+",4,"Monster Broth",2,"Antiseptic Stone",10,"Genprey Hide+",5,34,-4,4,0,1,29250,"Male/Female","Blade",6,1,1,"---","Gluttony",5,"Spc Attack",4,"Defense",-2,,,,
"Gypceros Leggings S","29250z","Rubbery Hide+",4,"Monster Broth",2,"Antiseptic Stone",10,"Genprey Hide+",5,19,-1,6,0,4,29250,"Male/Female","Gunner",6,1,1,"---","Gluttony",3,"PelletSAdd",3,"Load",-2,"Defense",-3,,
"(Torso Inc) Blue Pants;CephalosS/U;(IopreyU)","29250z","Cephalos Scale+",5,"Cephalos Fin+",4,"Nova Crystal",2,"Mega Armorskin",2,34,-3,-4,0,2,29250,"Male/Female","Blade",6,1,1,"---","Torso Inc",,,,,,,,,
"(Torso Inc) Blue Pants;CephalosS/U;IopreyU","29250z","Cephalos Scale+",5,"Cephalos Fin+",4,"Nova Crystal",2,"Mega Armorskin",2,19,-1,-2,1,5,29250,"Male/Female","Gunner",6,1,1,"---","Torso Inc",,,,,,,,,
"Rathian Greaves S","32250z","Rathian Ruby",1,"Rathian Scale+",3,"Inferno Sac",2,"Carbalite Ore",3,36,2,-2,-4,0,32250,"Male/Female","Blade",6,1,1,"---","Health",3,"Protection",2,"Guard",3,"Hunger",-3,,
"Rathian Leggings S","32250z","Rathian Ruby",1,"Rathian Scale+",3,"Inferno Sac",2,"Carbalite Ore",3,19,4,0,-2,2,32250,"Male/Female","Gunner",6,1,1,"---","Protection",3,"Recovery",2,"Defense",3,"MixSucRate",-3,,
"Khezu Greaves S","32250z","Pale Khezu Steak",1,"Khezu Hide - Tan",3,"King Scarab",4,"Lifepowder",3,36,-3,4,0,3,32250,"Male/Female","Blade",6,1,1,"---","Wide Rec",3,"HearProtct",3,"PsychicVis",1,"Faint",-2,"Protection",-2
"Khezu Leggings S","32250z","Pale Khezu Steak",1,"Khezu Hide - Tan",3,"King Scarab",4,"Lifepowder",3,20,-1,6,0,5,32250,"Male/Female","Gunner",6,1,1,"---","Wide Rec",4,"Defense",2,"Poison",-3,"Protection",-2,,
"Rathalos Greaves S","33750z","Rathalos Ruby",1,"Rathlos Carapace",3,"Rathalos Webbing",4,"Joiner Grasshppr",2,37,2,2,-4,-1,33750,"Male/Female","Blade",6,1,1,"---","Artisan",4,"Rec Speed",1,"Protection",1,"Hunger",-5,,
"Rathalos Leggings S","33750z","Rathalos Ruby",1,"Rathlos Carapace",3,"Rathalos Webbing",4,"Joiner Grasshppr",2,20,4,5,-2,2,33750,"Male/Female","Gunner",6,1,1,"---","PierceS Up",3,"Rec Speed",2,"PsychicVis",2,"Load",-2,"Fate",-2
"Plesioth Greaves S","33750z","Plesioth Scale+",4,"Plesioth Top Fin",2,"Carbalite Ore",3,"Cephalos Scale+",1,37,-4,-4,0,4,33750,"Male/Female","Blade",6,1,1,"---","Fishing",3,"Heat Res",3,"Hunger",3,"Faint",-2,,
"Plesioth Leggings S","33750z","Plesioth Scale+",4,"Plesioth Top Fin",2,"Carbalite Ore",3,"Cephalos Scale+",1,20,-2,-2,1,6,33750,"Male/Female","Gunner",6,1,1,"---","Fishing",3,"Heat Res",3,"Hunger",3,"Faint",-2,,
"Gravios Greaves S","38250z","GraviosHeavyShl",2,"StrngGraviosWing",1,"Gravios Shell",6,"Hrd Monster Bone",2,40,2,2,-2,-2,38250,"Male/Female","Blade",6,1,1,"---","Health",3,"Attack",3,"Defense",-3,"Protection",-2,,
"Gravios Leggings S","38250z","GraviosHeavyShl",2,"StrngGraviosWing",1,"Gravios Shell",6,"Hrd Monster Bone",2,20,4,3,0,1,38250,"Male/Female","Gunner",6,1,1,"---","ClustS Add",3,"PsychicVis",2,"Load",-3,,,,
"(Torso+1)Cream Pants","3350z","Rathian Carapace",1,"Carbalite Ore",3,"WhtVelopry Scale",2,"Monster Bone+",3,16,3,3,1,3,3350,"Male/Female","Blade/Gunner",6,1,1,"---","Torso +1",14,"Spc Attack",1,,,,,,
"Hunter's Greaves U","13750z","Rathlos Carapace",1,"Carbalite Ore",1,"Blk Gravios Shl",3,"Bullfango Pelt",2,24,0,-4,0,0,13750,"Male/Female","Blade",6,1,1,"---","Map",2,"SwdShrpner",2,"All Res Up",3,"Faint",-1,,
"Hunter's Leggings U","13750z","Rathlos Carapace",1,"Carbalite Ore",1,"Blk Gravios Shl",3,"Bullfango Pelt",2,18,2,-2,0,2,13750,"Male/Female","Gunner",6,1,1,"---","Map",2,"PsychicVis",5,"Faint",-4,,,,
"Bone Greaves U","18250z","Firecell Stone",1,"Hrd Monster Bone",1,"Crimson Horn",2,"King Scarab",2,27,2,-2,-2,2,18250,"Male/Female","Blade",6,1,1,"---","Alchemy",3,"All Res Up",3,"Attack",3,"Defense",-2,,
"Bone Leggings U","18250z","Firecell Stone",1,"Hrd Monster Bone",1,"Crimson Horn",2,"King Scarab",2,18,5,0,0,5,18250,"Male/Female","Gunner",6,1,1,"---","Alchemy",3,"All Res Up",2,"PsychicVis",3,"Protection",-2,,
"Velociprey Greaves U","38250z","WhtVelopry Scale",3,"Wht Velopry Hide",5,"Blk Gravios Cpc",3,"Joiner Grasshppr",4,40,1,1,-1,1,38250,"Male/Female","Blade",6,1,1,"---","Gluttony",2,"All Res Up",3,"PsychicVis",3,"Poison",-3,,
"Velociprey LeggingsU","38250z","WhtVelopry Scale",3,"Wht Velopry Hide",5,"Blk Gravios Cpc",3,"Joiner Grasshppr",4,20,3,3,0,3,38250,"Male/Female","Gunner",6,1,1,"---","Gluttony",2,"All Res Up",2,"Health",-2,,,,
"Hi-Metal Greaves U","23250z","Basarios Tears",1,"Pure Crystal",1,"Carbalite Ore",3,"Nova Crystal",1,30,-2,3,0,-2,23250,"Male/Female","Blade",6,1,1,"---","Health",6,"Sharpness",2,"Faint",-3,,,,
"Hi-Metal Leggings U","23250z","Basarios Tears",1,"Pure Crystal",1,"Carbalite Ore",3,"Nova Crystal",1,18,0,5,0,0,23250,"Male/Female","Gunner",6,1,1,"---","Health",2,"Shot Mix",2,"PsychicVis",3,"Heat Res",-2,"MixSucRate",-2
"Gypceros Greaves U","29250z","Pur Rubbery Hide",3,"Monster Broth",2,"Antiseptic Stone",10,"Genprey Hide+",5,34,-4,4,0,1,29250,"Male/Female","Blade",6,1,1,"---","Poison",3,"Recovery",2,"PsychicVis",2,"Wide Cntr",2,"Defense",-2
"Gypceros Leggings U","29250z","Pur Rubbery Hide",3,"Monster Broth",2,"Antiseptic Stone",10,"Genprey Hide+",5,19,-1,6,0,4,29250,"Male/Female","Gunner",6,1,1,"---","BmbShotAdd",6,"Health",-5,,,,,,
"(Torso Inc) Cephalos Greaves U","29250z","Coral Cphlos Scl",4,"Coral Cphlos Fin",4,"Nova Crystal",2,"Mega Demondrug",2,0,-3,-4,0,2,29250,"Male/Female","Blade",6,1,1,"---","Torso Inc",,,,,,,,,
"(Torso Inc) Cephalos Leggings U","29250z","Coral Cphlos Scl",4,"Coral Cphlos Fin",4,"Nova Crystal",2,"Mega Demondrug",2,0,-1,-2,1,5,29250,"Male/Female","Gunner",6,1,1,"---","Torso Inc",,,,,,,,,
"Khezu Greaves U","32250z","Alluring Hide",2,"Pale Khezu Steak",1,"Monster Broth",2,"Joiner Grasshppr",3,36,3,4,0,-3,32250,"Male/Female","Blade",6,1,1,"---","Rec Speed",6,"Recovery",3,"SwdShrpner",-2,,,,
"Khezu Leggings U","32250z","Alluring Hide",2,"Pale Khezu Steak",1,"Monster Broth",2,"Joiner Grasshppr",3,20,5,6,0,-1,32250,"Male/Female","Gunner",6,1,1,"---","Wide Rec",4,"Recovery",2,"Load",-3,"Worry",-2,,
"Plesioth Greaves U","33750z","Grn Plesioth Scl",2,"Grn Plesioth Fin",3,"Cephalos Scale+",2,"Genprey Scale+",5,37,-4,-4,0,4,33750,"Male/Female","Blade",6,1,1,"---","Attack",4,"Protection",2,"Fate",3,"Guard",-2,,
"Plesioth Leggings U","33750z","Grn Plesioth Scl",2,"Grn Plesioth Fin",3,"Cephalos Scale+",2,"Genprey Scale+",5,20,-2,-2,1,6,33750,"Male/Female","Gunner",6,1,1,"---","Attack",4,"Protection",2,"Fate",3,"Health",-2,,
"Gravios Greaves U","38250z","Blk Gravios Cpc",2,"Blk Gravios Shl",5,"Hrd Monster Bone",4,"Rubbery Hide+",3,40,2,2,0,-2,38250,"Male/Female","Blade",6,1,1,"---","Health",2,"Heat Res",3,"Fate",4,"Fencing",1,"Recovery",-1
"Gravios Leggings U","38250z","Blk Gravios Cpc",2,"Blk Gravios Shl",5,"Hrd Monster Bone",4,"Rubbery Hide+",3,24,4,3,0,1,38250,"Male/Female","Gunner",6,1,1,"---","Heat Res",3,"PsychicVis",2,"Load",2,"Health",-4,,
"Black Belt Greaves","3300z","Khezu Coin",13,"Grt Sword Ticket",4,"Saber Ticket",4,"Monoblos Coin",12,12,2,2,2,2,3300,"Male/Female","Blade/Gunner",5,1,1,"---","Artisan",1,"PierceS Up",3,"Faint",-2,,,,
"Rathian HeartGreaves","5025z","Pnk Rathian Scl",4,"Pnk Rathian Shl",2,"Pnk Rathian Claw",1,"Machalite Ore",5,16,2,-2,-4,0,5025,"Male/Female","Blade",5,1,1,"---","Health",2,"Fate",2,"Alchemy",3,"PsychicVis",2,"Paralysis",-2
"RathianHeartLeggings","5025z","Pnk Rathian Scl",4,"Pnk Rathian Shl",2,"Pnk Rathian Claw",1,"Machalite Ore",5,8,4,0,-2,2,5025,"Male/Female","Gunner",5,1,1,"---","Health",2,"Fate",2,"Alchemy",2,"PsychicVis",3,"Hunger",-2
"Rathalos SoulGreaves","6225z","Azure Rthlos Shl",2,"Azure Rthlos Clw",1,"Azr Rthls Webbng",2,"Machalite Ore",5,17,2,-1,-4,2,6225,"Male/Female","Blade",5,1,1,"---","HearProtct",3,"SwdShrpner",2,"Whim",-2,,,,
"RathalosSoulLeggings","6225z","Azure Rthlos Shl",2,"Azure Rthlos Clw",1,"Azr Rthls Webbng",2,"Machalite Ore",5,9,4,2,-2,5,6225,"Male/Female","Gunner",5,1,1,"---","HearProtct",2,"Shot Mix",3,"Whim",-2,,,,
"Shinobi Boots(White)","39375z","Fatalis' Wing",1,"Guild Ticket",1,"Monster Broth",2,"Pnk Rthian Thorn",2,15,0,2,1,-6,39375,"Male/Female","Blade/Gunner",5,1,1,"---","Poison",3,"Worry",2,"Hunger",2,"PsychicVis",4,,
"Shinobi Boots(Black)","39375z","Fatalis' Wing",1,"Guild Ticket",1,"Monster Broth",2,"Pnk Rthian Thorn",2,15,2,4,2,-5,39375,"Male/Female","Blade/Gunner",5,1,1,"---","Poison",3,"Worry",2,"Hunger",2,"PsychicVis",4,,
"Guild Knight Boots+","39375z","King Scarab",3,"Guild Ticket",1,"Egg Ticket",2,"Blk Gravios Shl",3,15,0,0,0,0,39375,"Male","Blade/Gunner",5,1,1,"---","Gathering",2,"Whim",3,"Fate",3,"PsychicVis",3,,
"Guild Knight Tights+","39375z","King Scarab",3,"Guild Ticket",1,"Egg Ticket",2,"Blk Gravios Shl",3,15,0,0,0,0,39375,"Male","Blade/Gunner",5,1,1,"---","Gathering",2,"Whim",3,"Fate",3,"PsychicVis",3,,
"Maiden's Stockings+","39375z","King Scarab",3,"Guild Ticket",1,"Egg Ticket",2,"Blk Gravios Shl",3,15,0,0,0,0,39375,"Female","Blade/Gunner",5,1,1,"---","Gathering",2,"Whim",3,"Fate",3,"PsychicVis",3,,
"Personal Tights+","39375z","King Scarab",3,"Guild Ticket",1,"Egg Ticket",2,"Blk Gravios Shl",3,15,0,0,0,0,39375,"Female","Blade/Gunner",5,1,1,"---","Gathering",2,"Whim",3,"Fate",3,"PsychicVis",3,,
"RathianHeartGreaves+","25125z","Pnk Rthian Plate",1,"Pnk Rathian Shl",4,"Pnk Rthian Thorn",1,"Light Crystal",2,26,2,-2,-4,0,25125,"Male/Female","Blade",5,1,1,"---","Health",3,"Fate",2,"PsychicVis",1,"Worry",-2,"Hunger",-3
"RathianHeartLegging+","25125z","Pnk Rthian Plate",1,"Pnk Rathian Shl",4,"Pnk Rthian Thorn",1,"Light Crystal",2,14,4,0,-2,2,25125,"Male/Female","Gunner",5,1,1,"---","Health",3,"Fate",2,"PsychicVis",1,"Worry",-2,"Hunger",-3
"RathalosSoulGreaves+","27375z","Azre Rthls Plate",1,"Azure Rthlos Shl",4,"Azure Rthlos Clw",2,"Nova Crystal",1,27,2,-1,-4,2,27375,"Male/Female","Blade",5,1,1,"---","Faint",3,"Attack",2,"PsychicVis",4,"Defense",-2,,
"RathalosSoulLegging+","27375z","Azre Rthls Plate",1,"Azure Rthlos Shl",4,"Azure Rthlos Clw",2,"Nova Crystal",1,15,4,2,-2,5,27375,"Male/Female","Gunner",5,1,1,"---","Faint",2,"Attack",2,"PsychicVis",2,"Defense",-2,"Whim",-3
"Auroros Pants Mai","39375z","LaoShan Thoracic",1,"Lao-Shan's Scale",5,"Rathian Plate",1,"Commendation",3,32,-2,0,-4,2,39375,"Male","Blade",5,1,1,"---","Rec Speed",2,"Map",2,"Guard",4,"Faint",-3,,
"Genesis Pants Mai","39375z","LaoShan Thoracic",1,"Lao-Shan's Scale",5,"Rathian Plate",1,"Commendation",3,16,1,2,-2,3,39375,"Male","Gunner",5,1,1,"---","Rec Speed",2,"Map",2,"Load",4,"Health",-3,,
"Borealis Pants Mai","39375z","LaoShan Thoracic",1,"Lao-Shan's Scale",5,"Rathian Plate",1,"Commendation",3,32,-2,0,-4,2,39375,"Female","Blade",5,1,1,"---","Rec Speed",2,"Map",2,"Guard",4,"Faint",-3,,
"Glyph Pants Mai","39375z","LaoShan Thoracic",1,"Lao-Shan's Scale",5,"Rathian Plate",1,"Commendation",3,16,1,2,-2,3,39375,"Female","Gunner",5,1,1,"---","Rec Speed",2,"Map",2,"Load",4,"Health",-3,,
"Red Borealis Mai","39375z","LaoShan Thoracic",1,"Lao-Shan's Scale",5,"Rathian Plate",1,"Commendation",3,32,2,0,-4,-2,39375,"Female","Blade",5,1,1,"---","Rec Speed",2,"Map",2,"Fire Res",5,"PsychicVis",2,,
"Red Glyph Mai","39375z","LaoShan Thoracic",1,"Lao-Shan's Scale",5,"Rathian Plate",1,"Commendation",3,16,3,2,-2,1,39375,"Female","Gunner",5,1,1,"---","Rec Speed",2,"Map",2,"Fire Res",5,"PsychicVis",2,,
"Dragonfeet+","55555z","Fatalis' Scale+",3,"Fatalis Carapace",2,"Fatalis' Wing",1,"Pnk Rthian Plate",1,34,0,2,-5,2,55555,"Male/Female","Blade",5,1,1,"---","Attack",2,"WindPress",3,"PsychicVis",1,"Defense",-2,"Hunger",-3
"Dragonlegs+","55555z","Fatalis' Scale+",3,"Fatalis Carapace",2,"Fatalis' Wing",1,"Pnk Rthian Plate",1,17,2,4,-2,4,55555,"Male/Female","Gunner",5,1,1,"---","Attack",2,"WindPress",3,"PsychicVis",1,"Health",-2,"Hunger",-3
"(Torso+2)ShinobiBoots(Heaven)","61875z","Fatalis Strg Wng",1,"Guild Ticket",1,"Monster Broth",5,"Pnk Rathian Scl+",5,10,0,2,1,-6,61875,"Male/Female","Blade/Gunner",7,1,1,"---","Torso +2",10,,,,,,,,
"(Torso+2)Shinobi Boots(Earth)","61875z","Fatalis Strg Wng",1,"Guild Ticket",1,"Monster Broth",5,"Pnk Rathian Scl+",5,10,2,4,2,-5,61875,"Male/Female","Blade/Gunner",7,1,1,"---","Torso +2",10,,,,,,,,
"Guild Knight Boots S","61875z","Pure Crystal",1,"Guild Ticket",1,"Egg Ticket",5,"Black Blos Spine",2,20,0,0,0,0,61875,"Male","Blade/Gunner",7,1,1,"---","Protection",2,"Fate",3,"Gluttony",2,"Alchemy",2,"Poison",-2
"Guild Knight TightsS","61875z","Pure Crystal",1,"Guild Ticket",1,"Egg Ticket",5,"Black Blos Spine",2,20,0,0,0,0,61875,"Male","Blade/Gunner",7,1,1,"---","Protection",2,"Fate",3,"Gluttony",2,"Alchemy",2,"Poison",-2
"Maiden's Stockings S","61875z","Pure Crystal",1,"Guild Ticket",1,"Egg Ticket",5,"Black Blos Spine",2,20,0,0,0,0,61875,"Female","Blade/Gunner",7,1,1,"---","Protection",2,"Fate",3,"Gluttony",2,"Alchemy",2,"Poison",-2
"Personal Tights S","61875z","Pure Crystal",1,"Guild Ticket",1,"Egg Ticket",5,"Black Blos Spine",2,20,0,0,0,0,61875,"Female","Blade/Gunner",7,1,1,"---","Protection",2,"Fate",3,"Gluttony",2,"Alchemy",2,"Poison",-2
"RathianHeartGreavesS","48375z","Pnk Rathian Rby",1,"Pnk Rathian Scl+",3,"Pnk Rathian Shl",5,"Pure Crystal",1,36,2,-2,-4,0,48375,"Male/Female","Blade",7,1,1,"---","Health",3,"Recovery",2,"PsychicVis",2,"Faint",-2,"Hunger",-2
"RathianHeartLeggings","48375z","Pnk Rathian Rby",1,"Pnk Rathian Scl+",3,"Pnk Rathian Shl",5,"Pure Crystal",1,19,4,0,-2,2,48375,"Male/Female","Gunner",7,1,1,"---","Health",3,"Recovery",2,"Shot Mix",2,"Faint",-2,"MixSucRate",-2
"RathalosSoulGreavesS","50625z","Azure Rthlos Rby",1,"Azre Rthlos Scl+",1,"Azure Rthlos Scl",4,"Pure Crystal",1,37,2,-1,-4,2,50625,"Male/Female","Blade",7,1,1,"---","Sharpness",3,"WindPress",2,"Hunger",-3,"Faint",-3,,
"RathalosSoulLeggingS","50625z","Azure Rthlos Rby",1,"Azre Rthlos Scl+",1,"Azure Rthlos Scl",4,"Pure Crystal",1,20,4,2,-2,5,50625,"Male/Female","Gunner",7,1,1,"---","NormalS Up",3,"Fate",3,"Load",-3,"Whim",-2,,
"Auroros Pants Haku","61875z","LaoS Heavy Shell",1,"Lao-Shan Scale+",5,"Rathian Ruby",1,"Commendation",3,42,-2,0,-4,2,61875,"Male","Blade",7,1,1,"---","Rec Speed",2,"Attack",3,"SwdShrpner",2,"Defense",-4,,
"Genesis Pants Haku","61875z","LaoS Heavy Shell",1,"Lao-Shan Scale+",5,"Rathian Ruby",1,"Commendation",3,21,1,2,-2,3,61875,"Male","Gunner",7,1,1,"---","Rec Speed",3,"Load",3,"Defense",-5,,,,
"Borealis Pants Haku","61875z","LaoS Heavy Shell",1,"Lao-Shan Scale+",5,"Rathian Ruby",1,"Commendation",3,42,-2,0,-4,2,61875,"Female","Blade",7,1,1,"---","Rec Speed",2,"Attack",3,"SwdShrpner",2,"Defense",-4,,
"Glyph Pants Haku","61875z","LaoS Heavy Shell",1,"Lao-Shan Scale+",5,"Rathian Ruby",1,"Commendation",3,21,1,2,-2,3,61875,"Female","Gunner",7,1,1,"---","Rec Speed",3,"Load",3,"Defense",-5,,,,
"Red Borealis Haku","61875z","LaoS Heavy Shell",1,"Lao-Shan Scale+",5,"Rathian Ruby",1,"Commendation",3,42,2,0,-4,-2,61875,"Female","Blade",7,1,1,"---","Rec Speed",2,"All Res Up",3,"PsychicVis",2,"Defense",-4,,
"Red Glyph Haku","61875z","LaoS Heavy Shell",1,"Lao-Shan Scale+",5,"Rathian Ruby",1,"Commendation",3,21,3,2,-2,1,61875,"Female","Gunner",7,1,1,"---","Rec Speed",2,"All Res Up",2,"PsychicVis",5,"Load",-2,,
"Dragonfeet S","111111z","Thck Fatalis Scl",3,"Fatalis Hvy Shl",2,"Fatalis Strg Wng",1,"Pnk Rathian Rby",1,44,0,2,-5,2,111111,"Male/Female","Blade",7,1,1,"---","Rec Speed",2,"Attack",3,"Sharpness",2,"Faint",-4,,
"Dragonlegs S","111111z","Thck Fatalis Scl",3,"Fatalis Hvy Shl",2,"Fatalis Strg Wng",1,"Pnk Rathian Rby",1,22,2,4,-2,4,111111,"Male/Female","Gunner",7,1,1,"---","Rec Speed",2,"Load",4,"Protection",3,"Defense",-2,,
"Auroros Pants Ten","123750z","Azure LaoS Spine",1,"Azure LaoS Scale",5,"Azure Rthlos Rby",1,"Commendation",3,42,-2,0,-4,2,123750,"Male","Blade",7,1,1,"---","Fencing",3,"Attack",3,"Recovery",-2,"Guard",-3,,
"Genesis Pants Ten","123750z","Azure LaoS Spine",1,"Azure LaoS Scale",5,"Azure Rthlos Rby",1,"Commendation",3,21,1,2,-2,3,123750,"Male","Gunner",7,1,1,"---","Recoil",3,"Load",-5,"Defense",-3,,,,
"Borealis Pants Ten","123750z","Azure LaoS Spine",1,"Azure LaoS Scale",5,"Pnk Rathian Rby",1,"Commendation",3,42,-2,0,-4,2,123750,"Female","Blade",7,1,1,"---","Fencing",3,"Attack",3,"Recovery",-2,"Guard",-3,,
"Glyph Pants Ten","123750z","Azure LaoS Spine",1,"Azure LaoS Scale",5,"Pnk Rathian Rby",1,"Commendation",3,21,1,2,-2,3,123750,"Female","Gunner",7,1,1,"---","Recoil",3,"Load",-5,"Defense",-3,,,,
"Golden Moon Greaves","57375z","Gld Rathian Rby",1,"Gld Rathian Shl",3,"Gld Rathian Claw",3,"Gld Rthian Spike",3,40,2,-2,0,0,57375,"Male/Female","Blade",7,1,1,"---","Fate",3,"Sharpness",2,"PsychicVis",2,"SwdShrpner",-2,"Faint",-2
"Golden Moon Leggings","57375z","Gld Rathian Rby",1,"Gld Rathian Shl",3,"Gld Rathian Claw",3,"Gld Rthian Spike",3,20,4,0,0,2,57375,"Male/Female","Gunner",7,1,1,"---","Fate",3,"NormalS Up",2,"PsychicVis",2,"Load",-2,"Worry",-2
"Silver Sol Greaves","61875z","Slvr Rthalos Rby",1,"Slvr Rthalos Clw",3,"Slvr Rthalos Shl",3,"Slv Rthls Webbng",2,42,2,2,0,-1,61875,"Male/Female","Blade",7,1,1,"---","Fencing",3,"Sharpness",2,"Faint",-3,"Fate",-3,,
"Silver Sol Leggings","61875z","Slvr Rthalos Rby",1,"Slvr Rthalos Clw",3,"Slvr Rthalos Shl",3,"Slv Rthls Webbng",2,21,4,5,0,2,61875,"Male/Female","Gunner",7,1,1,"---","PierceSAdd",5,"Flute",3,"Health",-3,,,,
"Fatalis Feet","222222z","Fatlis Crmsn Scl",3,"Fatlis Crmsn Shl",2,"Fatalis Strg Wng",1,"Rathian Plate",1,44,0,2,-5,2,222222,"Male/Female","Blade",7,1,1,"---","Artisan",2,"All Res Up",2,"Protection",3,"Hunger",-2,"Faint",-2
"Fatalis Legs","222222z","Fatlis Crmsn Scl",3,"Fatlis Crmsn Shl",2,"Fatalis Strg Wng",1,"Rathian Plate",3,22,2,4,-2,4,222222,"Male/Female","Gunner",7,1,1,"---","Rapid Fire",2,"PsychicVis",1,"All Res Up",-3,"Defense",-5,,
"Battle Greaves U","19750z","Firecell Stone",2,"Kut-Ku Carapace",3,"Joiner Grasshppr",3,"Disk Stone",15,28,2,-2,0,-2,19750,"Male/Female","Blade",6,1,1,"---","PsychicVis",2,"Sharpness",3,"Sleep",-3,"Faint",-3,,
"Battle Leggings U","19750z","Firecell Stone",2,"Kut-Ku Carapace",3,"Joiner Grasshppr",3,"Dragon Seed",2,18,4,0,2,0,19750,"Male/Female","Gunner",6,1,1,"---","PsychicVis",3,"PierceSAdd",2,"Map",2,"Health",-3,"Faint",-1
"Green Pants*","150z",,,,,,,,,1,2,0,0,0,150,"Male/Female","Blade/Gunner",1,1,1,"---",,,,,,,,,,
"Basarios Greaves","3350z","Basarios Shell",3,"Machalite Ore",5,"Poison Sac",3,"Genprey Hide",5,16,0,2,-2,2,3350,"Male/Female","Blade",3,1,1,"---","Defense",2,"Sleep",2,"PsychicVis",3,"Protection",-2,,
"Basarios Leggings","3350z","Basarios Shell",3,"Machalite Ore",5,"Poison Sac",3,"Genprey Hide",5,8,2,4,0,4,3350,"Male/Female","Gunner",3,1,1,"---","Defense",2,"Sleep",2,"PsychicVis",3,"Protection",-2,,
"Velociprey Feet","750z","Velocidrome Claw",2,"Rubbery Hide",2,"Velociprey Hide",10,"Velociprey Scale",10,8,0,0,0,0,750,"Male/Female","Blade/Gunner",5,1,1,"---","Faint",3,"Fate",3,"PsychicVis",2,"Whim",-2,,
"Genprey Feet","750z","Genprey Fang",10,"Rubbery Hide",2,"Genprey Hide",10,"Genprey Scale",10,8,0,0,0,0,750,"Male/Female","Blade/Gunner",5,1,1,"---","Paralysis",3,"Whim",3,"PsychicVis",2,"MixSucRate",-2,,
"Ioprey Feet","750z","Ioprey Fang",10,"Rubbery Hide",2,"Ioprey Hide",10,"Ioprey Scale",10,8,0,0,0,0,750,"Male/Female","Blade/Gunner",5,1,1,"---","Poison",3,"PsychicVis",3,"Backpackng",3,"Health",-2,,
"Mosswine Feet","100z","Gypceros Coin",1,"Bullfango Pelt",2,,,,,1,0,0,0,0,100,"Male/Female","Blade/Gunner",5,1,1,"---","Gluttony",5,"Health",2,"Hunger",-2,,,,
"Kirin Leg Guards","13875z","Kirin Hide",1,"Flabby Hide",2,"Rubbery Hide",3,"Electro Sac",3,21,0,4,0,0,13875,"Male/Female","Blade",5,1,1,"---","All Res Up",2,"Recovery",2,"Protection",2,"Hunger",1,,
"Kirin Boots","13875z","Kirin Hide",1,"Flabby Hide",2,"Rubbery Hide",3,"Electro Sac",3,10,2,6,0,2,13875,"Male/Female","Gunner",5,1,1,"---","All Res Up",2,"Recovery",2,"Protection",2,"Defense",1,,
"Garuga Greaves","16750z","Garuga Scale",5,"Garuga Shell",5,"Garuga Wing",1,"Genprey Hide",5,26,2,2,0,0,16750,"Male/Female","Blade",5,1,1,"---","Sharpness",3,"Spc Attack",2,"PsychicVis",2,"SwdShrpner",-3,,
"Garuga Boots","16750z","Garuga Scale",5,"Garuga Shell",5,"Garuga Wing",1,"Genprey Hide",5,14,3,3,0,2,16750,"Male/Female","Gunner",5,1,1,"---","PelletS Up",2,"Health",2,"PsychicVis",2,"MixSucRate",-2,,
"Velociprey Greaves D","7750z","WhtVeloprySclPc",3,"Disk Stone",3,"Kelbi Hide",1,"Blk Gravios Crst",3,20,1,1,-1,1,7750,"Male/Female","Blade",3,1,1,"---","Gluttony",2,"WideEffect",3,"PsychicVis",2,"Poison",-3,,
