"Name","Price","Material 1","Amount","Material 2","Amount","Material 3","Amount","Material 4","Amount","Defense","Fire Res","Thunder Res","Dragon Res","Water Res","Ice Res","Gender","Hunter Type","Rarity","HR","Elder*","Slots","Skill 1","Skill Point","Skill 2","Skill Point","Skill 3","Skill Point","Skill 4","Skill Point","Skill 5","Skill Point"
"Hi-Metal Cap S","23250z","Pure Crystal",1,"Carbalite Ore",3,"Joiner Grasshppr",2,"Dragonite Ore",8,18,0,5,0,0,23250,"Male/Female","Blade/Gunner",6,1,1,"---","Health",2,"PierceS Up",2,"PsychicVis",3,"Cold Res",-3,"Load",-4
"Genprey Helm S","24750z","Genprey Scale+",4,"Genprey Hide+",6,"Carbalite Ore",5,"Paralysis Sac",3,31,2,3,-1,-2,24750,"Male/Female","Blade/Gunner",6,1,1,"---","Paralysis",5,"Faint",3,"Protection",3,,,,
"Genprey Cap S","24750z","Genprey Scale+",4,"Genprey Hide+",6,"Carbalite Ore",5,"Paralysis Sac",3,19,4,5,0,0,24750,"Male/Female","Blade/Gunner",6,1,1,"---","Paralysis",3,"Faint",2,"PelletS Up",2,"PsychicVis",4,"Load",-3
"Ioprey Helm S","27750z","Ioprey Scale+",4,"Ioprey Hide+",6,"Carbalite Ore",6,"Toxin Sac",3,33,3,-2,-1,2,27750,"Male/Female","Blade/Gunner",6,1,1,"---","Poison",4,"Paralysis",1,"BombStrUp",3,"MixSucRate",-3,,
"Ioprey Cap S","27750z","Ioprey Scale+",4,"Ioprey Hide+",6,"Carbalite Ore",6,"Toxin Sac",3,19,5,0,0,4,27750,"Male/Female","Blade/Gunner",6,1,1,"---","Poison",5,"Paralysis",4,"PierceS Up",3,"Load",-3,,
"Gypceros Helm S","29250z","Rubbery Hide+",4,"Monster Broth",2,"Antiseptic Stone",8,"Gendrome Hide",3,34,-4,4,0,1,29250,"Male/Female","Blade/Gunner",6,1,1,"---","Gluttony",5,"StealNoEff",3,"Backpackng",2,"PsychicVis",1,,
"Gypceros Cap S","29250z","Rubbery Hide+",4,"Monster Broth",2,"Antiseptic Stone",8,"Gendrome Hide",3,19,-1,6,0,4,29250,"Male/Female","Blade/Gunner",6,1,1,"---","Gluttony",2,"PelletSAdd",3,"Load",-4,"Defense",-6,,
"Cephalos Helm S","29250z","Cephalos Scale+",5,"Cephalos Fin+",2,"Machalite Ore",10,"Iron Ore",20,34,-3,-4,0,2,29250,"Male/Female","Blade/Gunner",6,1,1,"---","Heat Res",3,"Guard",4,"Recovery",1,"PsychicVis",1,"Faint",-2
"Cephalos Cap S","29250z","Cephalos Scale+",5,"Cephalos Fin+",2,"Machalite Ore",10,"Iron Ore",20,19,-1,-2,1,5,29250,"Male/Female","Blade/Gunner",6,1,1,"---","Heat Res",4,"Defense",5,"Recovery",2,"Faint",-4,,
"Rathian Helm S","32250z","Rathian Ruby",1,"Rathian Scale",3,"Rathian Carapace",2,"Carbalite Ore",3,36,2,-2,-4,0,32250,"Male/Female","Blade/Gunner",6,1,1,"---","Health",3,"Protection",2,"Guard",4,"Attack",-2,,
"Rathian Cap S","32250z","Rathian Ruby",1,"Rathian Scale",3,"Rathian Carapace",2,"Carbalite Ore",3,19,4,0,-2,2,32250,"Male/Female","Blade/Gunner",6,1,1,"---","Protection",3,"Recovery",3,"Defense",4,"PsychicVis",4,"MixSucRate",-1
"Khezu Helm S","32250z","Khezu Hide - Tan",2,"Pale Khezu Steak",2,"Dragonite Ore",8,"Monster Broth",3,36,-3,4,0,3,32250,"Male/Female","Blade/Gunner",6,1,1,"---","Wide Rec",2,"HearProtct",2,"PsychicVis",4,"Faint",-2,"Protection",-1
"Khezu Cap S","32250z","Khezu Hide - Tan",2,"Pale Khezu Steak",2,"Dragonite Ore",8,"Monster Broth",3,20,-1,6,0,5,32250,"Male/Female","Blade/Gunner",6,1,1,"---","Wide Rec",4,"Defense",3,"PsychicVis",3,"Poison",-2,"Protection",-3
"Rathalos Helm S","33750z","Rathalos Ruby",1,"Rathalos Wing",1,"Rathalos Scale+",2,"Carbalite Ore",3,37,2,2,-4,-1,33750,"Male/Female","Blade/Gunner",6,1,1,"---","Sharpness",3,"Rec Speed",3,"Faint",-5,,,,
"Rathalos Cap S","33750z","Rathalos Ruby",1,"Rathalos Wing",1,"Rathalos Scale+",2,"Carbalite Ore",3,20,4,5,-2,2,33750,"Male/Female","Blade/Gunner",6,1,1,"---","PierceS Up",2,"Rec Speed",4,"Load",-4,"Fate",-3,,
"Plesioth Helm S","33750z","Plesioth Scale+",3,"Plesioth Top Fin",2,"Monster Broth",2,"Cephalos Scale+",2,37,-4,-4,0,4,33750,"Male/Female","Blade/Gunner",6,1,1,"---","Fishing",3,"Heat Res",3,"Hunger",3,"Faint",-2,,
"Plesioth Cap S","33750z","Plesioth Scale+",3,"Plesioth Top Fin",2,"Monster Broth",2,"Cephalos Scale+",2,20,-2,-2,1,6,33750,"Male/Female","Blade/Gunner",6,1,1,"---","Fishing",3,"Heat Res",3,"Hunger",3,"Faint",-6,,
"Lobster Helm S","33750z","Plesioth Scale+",1,"Gt Lobstershell",1,"Dragonite Ore",6,"Gendrome Hide",2,37,-2,-6,-2,6,33750,"Male/Female","Blade/Gunner",6,1,1,"---","Water Res",5,"Flute",4,"Worry",-2,,,,
"Diablo Helm S","35250z","Solid Blos Horn",1,"Diablos Thoracic",2,"Dragonite Ore",3,"Joiner Grasshppr",3,38,3,1,0,-1,35250,"Male/Female","Blade/Gunner",6,1,1,"---","WindPress",3,"HearProtct",2,"Hunger",-4,"Faint",-2,,
"Diablo Cap S","35250z","Solid Blos Horn",1,"Diablos Thoracic",2,"Dragonite Ore",3,"Joiner Grasshppr",3,20,5,4,0,2,35250,"Male/Female","Blade/Gunner",6,1,1,"---","WindPress",3,"HearProtct",3,"Hunger",-5,"Faint",-4,,
"Monoblos Helm S","35250z","Hrd Monster Bone",1,"Crimson Horn",2,"Monoblos Shell",2,"Fire Stone",2,38,2,-2,-1,-1,35250,"Male/Female","Blade/Gunner",6,1,1,"---","WindPress",3,"Whim",4,"Hunger",-4,,,,
"Monoblos Cap S","35250z","Hrd Monster Bone",1,"Crimson Horn",2,"Monoblos Shell",2,"Fire Stone",2,20,4,0,0,2,35250,"Male/Female","Blade/Gunner",6,1,1,"---","Health",3,"WideEffect",4,"Protection",4,"Hunger",-4,,
"Gravios Helm S","38250z","GraviosHeavyShl",5,"Gravios Carapace",5,"Hrd Monster Bone",3,"Iodrome Hide",2,40,2,2,-2,-2,38250,"Male/Female","Blade/Gunner",6,1,1,"---","Health",3,"Attack",3,"Defense",-2,"Protection",-3,,
"Gravios Cap S","38250z","GraviosHeavyShl",5,"Gravios Carapace",5,"Hrd Monster Bone",3,"Iodrome Hide",2,20,4,3,0,1,38250,"Male/Female","Blade/Gunner",6,1,1,"---","ClustS Add",2,"PsychicVis",2,"Load",-5,,,,
"Leather Helm U","3350z","Rathlos Carapace",1,"Joiner Grasshppr",2,"WhtVelopry Scale",2,,,16,3,3,1,3,3350,"Male/Female","Blade/Gunner",6,1,1,"---","Defense",4,"Spc Attack",6,"Faint",-5,,,,
"Hunter's Helm U","13750z","Rathlos Carapace",1,"Carbalite Ore",1,"Nova Crystal",1,"Blk Gravios Crst",2,24,0,-4,0,0,13750,"Male/Female","Blade/Gunner",6,1,1,"---","Map",2,"Artisan",2,"SwdShrpner",2,"Hunger",-2,"Faint",-3
"Hunter's Cap U","13750z","Rathlos Carapace",1,"Carbalite Ore",1,"Nova Crystal",1,"Blk Gravios Crst",2,18,2,-2,0,2,13750,"Male/Female","Blade/Gunner",6,1,1,"---","Map",3,"PierceS Up",2,"PsychicVis",3,"All Res Up",4,"Load",-3
"Bone Helm U","18250z","Firecell Stone",1,"Hrd Monster Bone",1,"Master's Skull",1,"Bullfango Pelt",5,27,2,-2,-2,2,18250,"Male/Female","Blade/Gunner",6,1,1,"---","Alchemy",3,"All Res Up",2,"Attack",4,"Health",-2,,
"Bone Cap U","18250z","Firecell Stone",1,"Hrd Monster Bone",1,"Master's Skull",1,"Bullfango Pelt",5,18,5,0,0,5,18250,"Male/Female","Blade/Gunner",6,1,1,"---","Alchemy",3,"All Res Up",2,"NormalS Up",1,"Protection",-2,"Load",-2
"Velociprey Helm U","38250z","WhtVelopry Scale",4,"Wht Velopry Hide",5,"Blk Gravios Cpc",3,"Carbalite Ore",2,40,1,1,-1,1,38250,"Male/Female","Blade/Gunner",6,1,1,"---","Gluttony",2,"All Res Up",3,"PsychicVis",3,"Poison",-2,,
"Velociprey Cap U","38250z","WhtVelopry Scale",4,"Wht Velopry Hide",5,"Blk Gravios Cpc",3,"Carbalite Ore",2,20,3,3,0,3,38250,"Male/Female","Blade/Gunner",6,1,1,"---","Gluttony",2,"All Res Up",2,"PierceSAdd",2,"PsychicVis",3,"Load",-2
"Hi-Metal Helm U","23250z","Basarios Tears",1,"Pure Crystal",1,"Carbalite Ore",3,"Nova Crystal",1,30,-2,3,0,-2,23250,"Male/Female","Blade/Gunner",6,1,1,"---","Health",6,"Sharpness",2,"Faint",-3,,,,
"Hi-Metal Cap U","23250z","Basarios Tears",1,"Pure Crystal",1,"Carbalite Ore",3,"Nova Crystal",1,18,0,5,0,0,23250,"Male/Female","Blade/Gunner",6,1,1,"---","Health",3,"Shot Mix",2,"Heat Res",-4,"MixSucRate",-2,,
"Gypceros Helm U","29250z","Pur Rubbery Hide",2,"Monster Broth",2,"Antiseptic Stone",8,"Gypceros Head",1,34,-4,4,0,1,29250,"Male/Female","Blade/Gunner",6,1,1,"---","Poison",3,"Recovery",2,"Defense",-2,"Hunger",-4,,
"Gypceros Cap U","29250z","Pur Rubbery Hide",2,"Monster Broth",2,"Antiseptic Stone",8,"Gypceros Head",1,19,-1,6,0,4,29250,"Male/Female","Blade/Gunner",6,1,1,"---","BmbShotAdd",5,"PsychicVis",2,"Backpackng",4,"Health",-4,,
"Cephalos Helm U","29250z","Coral Cphlos Scl",3,"Coral Cphlos Fin",4,"Carbalite Ore",3,"Iron Ore",25,34,-3,-4,0,2,29250,"Male/Female","Blade/Gunner",6,1,1,"---","Fate",3,"Fishing",2,"HearProtct",4,"Faint",-2,,
"Cephalos Cap U","29250z","Coral Cphlos Scl",3,"Coral Cphlos Fin",4,"Carbalite Ore",3,"Iron Ore",25,19,-1,-2,1,5,29250,"Male/Female","Blade/Gunner",6,1,1,"---","Fate",3,"Fishing",3,"PsychicVis",3,"Health",-4,,
"Khezu Helm U","32250z","Alluring Hide",2,"Pale Khezu Steak",1,"Monster Broth",5,"Carbalite Ore",4,36,3,4,0,-3,32250,"Male/Female","Blade/Gunner",6,1,1,"---","Rec Speed",5,"Recovery",2,"SwdShrpner",-4,,,,
"Khezu Cap U","32250z","Alluring Hide",2,"Pale Khezu Steak",1,"Monster Broth",5,"Carbalite Ore",4,20,5,6,0,-1,32250,"Male/Female","Blade/Gunner",6,1,1,"---","Wide Rec",3,"Recovery",2,"PsychicVis",3,"Load",-2,"Worry",-5
"Plesioth Helm U","33750z","Grn Plesioth Scl",2,"Grn Plesioth Fin",3,"Joiner Grasshppr",3,"Coral Cphlos Scl",1,37,-4,-4,0,4,33750,"Male/Female","Blade/Gunner",6,1,1,"---","Attack",3,"Protection",3,"Fate",3,"Guard",-2,,
"Plesioth Cap U","33750z","Grn Plesioth Scl",2,"Grn Plesioth Fin",3,"Joiner Grasshppr",3,"Coral Cphlos Scl",1,20,-2,-2,1,6,33750,"Male/Female","Blade/Gunner",6,1,1,"---","Attack",4,"Protection",2,"Fate",3,"Health",-2,,
"Diablo Helm U","35250z","TwstBlckBlosHrn",1,"Black Blos Spine",2,"Pure Crystal",2,"Joiner Grasshppr",3,38,3,1,0,-1,35250,"Male/Female","Blade/Gunner",6,1,1,"---","WindPress",4,"Fate",4,"Hunger",-3,,,,
"Diablo Cap U","35250z","TwstBlckBlosHrn",1,"Black Blos Spine",2,"Pure Crystal",2,"Joiner Grasshppr",3,20,5,4,0,2,35250,"Male/Female","Blade/Gunner",6,1,1,"---","WindPress",4,"Fate",4,"PsychicVis",4,"Hunger",-3,,
"Gravios Helm U","38250z","Blk Gravios Cpc",5,"Blk Gravios Shl",4,"Hrd Monster Bone",3,"Iodrome Hide",3,40,2,2,0,-2,38250,"Male/Female","Blade/Gunner",6,1,1,"---","Health",3,"Heat Res",2,"Fate",3,"Recovery",-2,"Hunger",-1
"Gravios Cap U","38250z","Blk Gravios Cpc",5,"Blk Gravios Shl",4,"Hrd Monster Bone",3,"Iodrome Hide",3,24,4,3,0,1,38250,"Male/Female","Blade/Gunner",6,1,1,"---","Heat Res",4,"PsychicVis",3,,,,,,
"(Torso Inc) Black Belt Helm","3300z","Kut-Ku Coin",5,"Grt Sword Ticket",1,"Hammer Ticket",1,"Lance Ticket",1,12,2,2,2,2,3300,"Male/Female","Blade/Gunner",5,1,1,"---","Torso Inc",,,,,,,,,
"Red Piercing","1150z","Light Crystal",2,"Flame Sac",1,"Ioprey Scale",10,"Gunpowder",5,10,5,0,0,0,1150,"Male/Female","Blade/Gunner",5,1,1,"---","Fire Res",9,"PsychicVis",2,,,,,,
"Blue Piercing","1150z","Light Crystal",2,"Cephalos Fin",1,"Machalite Ore",3,"Monster Fluid",3,10,0,0,0,5,1150,"Male/Female","Blade/Gunner",5,1,1,"---","Water Res",9,"PsychicVis",2,,,,,,
"Yellow Piercing","1150z","Light Crystal",2,"Electro Sac",1,"Antiseptic Stone",8,"Snakebee Larva",10,10,0,5,0,0,1150,"Male/Female","Blade/Gunner",5,1,1,"---","ThunderRes",9,"PsychicVis",2,,,,,,
"Black Piercing","1150z","Light Crystal",2,"Basarios Shell",1,"Iron Ore",20,"Hornetaur Wing",15,10,0,0,5,0,1150,"Male/Female","Blade/Gunner",5,1,1,"---","PsychicVis",9,"Backpackng",4,,,,,,
"Rathian Heart Helm","5025z","Pnk Rthian Thorn",1,"Pnk Rathian Shl",2,"Pnk Rathian Claw",1,"Machalite Ore",5,16,2,-2,-4,0,5025,"Male/Female","Blade/Gunner",5,1,1,"---","Health",2,"Fate",3,"Alchemy",3,"Paralysis",-3,,
"Rathian Heart Cap","5025z","Pnk Rthian Thorn",1,"Pnk Rathian Shl",2,"Pnk Rathian Claw",1,"Machalite Ore",5,8,4,0,-2,2,5025,"Male/Female","Blade/Gunner",5,1,1,"---","Health",2,"Fate",3,"Alchemy",3,"PsychicVis",2,"Hunger",-3
"Rathalos Soul Helm","6225z","Azur Rthlos Wing",1,"Azr Rthls Webbng",1,"Azure Rthlos Scl",5,"Machalite Ore",7,17,2,-1,-4,2,6225,"Male/Female","Blade/Gunner",5,1,1,"---","HearProtct",3,"SwdShrpner",3,"Whim",-3,,,,
"Rathalos Soul Cap","6225z","Azur Rthlos Wing",1,"Azr Rthls Webbng",1,"Azure Rthlos Scl",5,"Machalite Ore",7,9,4,2,-2,5,6225,"Male/Female","Blade/Gunner",5,1,1,"---","HearProtct",3,"Shot Mix",2,"Whim",-3,,,,
"Monodevil Helm","13875z","Wht Monoblos Hrn",1,"Wht Monoblos Spn",2,"Wht Monoblos Shl",3,"Machalite Ore",7,21,2,-2,-1,-1,13875,"Male/Female","Blade/Gunner",5,1,1,"---","Attack",3,"WindPress",3,"Hunger",-3,"Defense",-2,,
"Monodevil Cap","13875z","Wht Monoblos Hrn",1,"Wht Monoblos Spn",2,"Wht Monoblos Shl",3,"Machalite Ore",7,10,4,0,0,2,13875,"Male/Female","Blade/Gunner",5,1,1,"---","Attack",3,"WindPress",4,"Fate",3,"Hunger",-3,"Defense",-2
"Moss Mask+","1350z","Monster Bone+",1,"Mosswine Head",1,"Bullfango Pelt",8,,,11,0,0,0,0,1350,"Male/Female","Blade/Gunner",5,1,1,"---","Gluttony",3,"Health",3,"HearProtct",3,"Hunger",-3,,
"Velociprey Mask+","1950z","Monster Bone+",1,"Velocidrome Head",1,"Velociprey Hide",10,,,13,0,0,0,0,1950,"Male/Female","Blade/Gunner",5,1,1,"---","Faint",4,"Fate",4,"Whim",-3,,,,
"Bullfango Mask+","1950z","Nova Crystal",2,"Bullfango Head",1,"Bullfango Pelt",8,,,13,0,0,0,0,1950,"Male/Female","Blade/Gunner",5,1,1,"---","Gluttony",9,,,,,,,,
"Shinobi Mask (White)","39375z","Fatalis' Wing",1,"Guild Ticket",1,"Monster Broth",2,"Rathalos Webbing",5,15,0,2,1,-6,39375,"Male/Female","Blade/Gunner",5,1,1,"---","Poison",3,"Worry",2,"Hunger",2,,,,
"Shinobi Mask (Black)","39375z","Fatalis' Wing",1,"Guild Ticket",1,"Monster Broth",2,"Rathalos Webbing",5,15,2,4,2,-5,39375,"Male/Female","Blade/Gunner",5,1,1,"---","Poison",3,"Worry",2,"Hunger",2,,,,
"Guild KnightFeather+","39375z","King Scarab",3,"Guild Ticket",1,"Egg Ticket",2,"Nova Crystal",1,15,0,0,0,0,39375,"Male","Blade/Gunner",5,1,1,"---","Gathering",2,"Whim",3,"Fate",3,,,,
"Guild Knight Mask+","39375z","King Scarab",3,"Guild Ticket",1,"Egg Ticket",2,"Nova Crystal",1,15,0,0,0,0,39375,"Male","Blade/Gunner",5,1,1,"---","Gathering",2,"Whim",3,"Fate",3,,,,
"Maiden's Hat+","39375z","King Scarab",3,"Guild Ticket",1,"Egg Ticket",2,"Nova Crystal",1,15,0,0,0,0,39375,"Female","Blade/Gunner",5,1,1,"---","Gathering",2,"Whim",3,"Fate",3,,,,
"Designer Glasses+","39375z","King Scarab",3,"Guild Ticket",1,"Egg Ticket",2,"Nova Crystal",1,15,0,0,0,0,39375,"Female","Blade/Gunner",5,1,1,"---","Gathering",2,"Whim",3,"Fate",3,,,,
"Red Piercing+","2850z","King Scarab",2,"Wyvern Marrow",1,"Iodrome Hide",6,"Gunpowder",5,15,5,0,0,0,2850,"Male/Female","Blade/Gunner",5,1,1,"---","Fire Res",9,"PsychicVis",4,,,,,,
"Blue Piercing+","2850z","King Scarab",2,"Lg Lobstershell",1,"Dragonite Ore",5,"Monster Fluid",3,15,0,0,0,5,2850,"Male/Female","Blade/Gunner",5,1,1,"---","Water Res",9,"PsychicVis",4,,,,,,
"Yellow Piercing+","2850z","King Scarab",2,"Electro Sac",3,"Antiseptic Stone",8,"Thunderbug",10,15,0,5,0,0,2850,"Male/Female","Blade/Gunner",5,1,1,"---","ThunderRes",9,"PsychicVis",4,,,,,,
"Black Piercing+","2850z","King Scarab",2,"Basarios Wing",1,"Iron Ore",20,"Hornet Bladefin",2,15,0,0,5,0,2850,"Male/Female","Blade/Gunner",5,1,1,"---","PsychicVis",9,"Backpackng",4,,,,,,
"Skull Face+","9250z","Nova Crystal",1,"Master's Skull",1,"Ancient Potion",1,"Lifecrystals",1,21,2,0,0,0,9250,"Male/Female","Blade/Gunner",5,1,1,"---","WideEffect",4,"Flute",3,"Hunger",-4,,,,
"Rathian Heart Helm+","25125z","Pnk Rthian Plate",1,"Pnk Rathian Scl",5,"Pnk Rathian Shl",3,"King Scarab",2,26,2,-2,-4,0,25125,"Male/Female","Blade/Gunner",5,1,1,"---","Health",3,"Fate",3,"Worry",-2,"Defense",-3,,
"Rathian Heart Cap+","25125z","Pnk Rthian Plate",1,"Pnk Rathian Scl",5,"Pnk Rathian Shl",3,"King Scarab",2,14,4,0,-2,2,25125,"Male/Female","Blade/Gunner",5,1,1,"---","Health",3,"Fate",3,"PierceS Up",4,"Worry",-2,"Load",-3
"Rathalos Soul Helm+","27375z","Azre Rthls Plate",1,"Azur Rthlos Wing",1,"Azure Rthlos Scl",4,"Fire Stone",2,27,2,-1,-4,2,27375,"Male/Female","Blade/Gunner",5,1,1,"---","Faint",4,"Attack",3,"Defense",-3,"Whim",-1,,
"Rathalos Soul Cap+","27375z","Azre Rthls Plate",1,"Azur Rthlos Wing",1,"Azure Rthlos Scl",4,"Fire Stone",2,15,4,2,-2,5,27375,"Male/Female","Blade/Gunner",5,1,1,"---","Faint",3,"Attack",3,"PsychicVis",2,"Defense",-4,"Whim",-3
"Auroros Helm Mai","39375z","LaoShan Thoracic",1,"Lao-Shan's Scale",5,"Splendid Beak",1,"Commendation",3,32,-2,0,-4,2,39375,"Male","Blade/Gunner",5,1,1,"---","Rec Speed",2,"Map",2,"Guard",3,"Fire Res",2,"Faint",-2
"Genesis HeadpieceMai","39375z","LaoShan Thoracic",1,"Lao-Shan's Scale",5,"Splendid Beak",1,"Commendation",3,16,1,2,-2,3,39375,"Male","Blade/Gunner",5,1,1,"---","Rec Speed",2,"Map",2,"Load",3,"Fire Res",2,"Health",-2
"Borealis Crown Mai","39375z","LaoShan Thoracic",1,"Lao-Shan's Scale",5,"Splendid Beak",1,"Commendation",3,32,-2,0,-4,2,39375,"Female","Blade/Gunner",5,1,1,"---","Rec Speed",2,"Map",2,"Guard",3,"Fire Res",2,"Faint",-2
"Glyph Crown Mai","39375z","LaoShan Thoracic",1,"Lao-Shan's Scale",5,"Splendid Beak",1,"Commendation",3,16,1,2,-2,3,39375,"Female","Blade/Gunner",5,1,1,"---","Rec Speed",2,"Map",2,"Load",3,"Fire Res",2,"Health",-2
"Dragonhead+","55555z","Fatalis Shrp Eye",1,"Fatalis' Scale+",3,"Fatalis' Spike",2,"Wyvern Marrow",1,34,0,2,-5,2,55555,"Male/Female","Blade/Gunner",5,1,1,"---","Attack",2,"WindPress",3,"PsychicVis",1,"Defense",-2,"Hunger",-3
"Dragonface+","55555z","Fatalis Shrp Eye",1,"Fatalis' Scale+",3,"Fatalis' Spike",2,"Wyvern Marrow",1,17,2,4,-2,4,55555,"Male/Female","Blade/Gunner",5,1,1,"---","Attack",2,"WindPress",3,"PsychicVis",3,"Health",-2,"Hunger",-3
"Mosswine Face S","3350z","Carbalite Ore",1,"Mosswine Head",2,"Bullfango Pelt",5,,,16,0,0,0,0,3350,"Male/Female","Blade/Gunner",7,1,1,"---","Gluttony",5,"Health",4,"Hunger",-3,,,,
"Velociprey Mask S","4950z","Carbalite Ore",5,"Velocidrome Head",1,"Velociprey Hide",20,,,18,0,0,0,0,4950,"Male/Female","Blade/Gunner",7,1,1,"---","Faint",4,"Fate",4,"Flute",4,"Whim",-3,,
"Bullfango Mask S","4950z","Carbalite Ore",1,"Bullfango Head",1,"Bullfango Pelt",10,,,18,0,0,0,0,4950,"Male/Female","Blade/Gunner",7,1,1,"---","Alchemy",8,"HearProtct",1,"Worry",-2,"Faint",-1,,
"Shinobi Mask(Heaven)","61875z","Fatalis Strg Wng",1,"Guild Ticket",1,"Monster Broth",5,"Rathlos Carapace",5,20,0,2,1,-6,61875,"Male/Female","Blade/Gunner",7,1,1,"---","Protection",2,"Worry",2,"Hunger",3,"Throw",2,"Faint",-2
"Shinobi Mask (Earth)","61875z","Fatalis Strg Wng",1,"Guild Ticket",1,"Monster Broth",5,"Rathlos Carapace",5,20,2,4,2,-5,61875,"Male/Female","Blade/Gunner",7,1,1,"---","Protection",2,"Worry",2,"Hunger",3,"Flute",3,"Faint",-1
"Guild KnightFeatherS","61875z","Pure Crystal",2,"Guild Ticket",1,"Monoblos Heart",1,"Joiner Grasshppr",3,20,0,0,0,0,61875,"Male","Blade/Gunner",7,1,1,"---","Protection",2,"Fate",3,"Gluttony",2,"Alchemy",2,"Poison",-2
"Guild Knight Mask S","61875z","Pure Crystal",2,"Guild Ticket",1,"Monoblos Heart",1,"Joiner Grasshppr",3,20,0,0,0,0,61875,"Male","Blade/Gunner",7,1,1,"---","Protection",2,"Fate",3,"Gluttony",2,"Alchemy",2,"Poison",-2
"Maiden's Hat S","61875z","Pure Crystal",2,"Guild Ticket",1,"Egg Ticket",5,"Joiner Grasshppr",3,20,0,0,0,0,61875,"Female","Blade/Gunner",7,1,1,"---","Protection",2,"Fate",3,"Gluttony",2,"Alchemy",2,"Poison",-2
"Designer Glasses S","61875z","Pure Crystal",2,"Guild Ticket",1,"Egg Ticket",5,"Joiner Grasshppr",3,20,0,0,0,0,61875,"Female","Blade/Gunner",7,1,1,"---","Protection",2,"Fate",3,"Gluttony",2,"Alchemy",2,"Poison",-2
"Red Piercing S","7750z","Pure Crystal",2,"Fire Stone",1,"Jewel Ticket",1,,,20,5,0,0,0,7750,"Male/Female","Blade/Gunner",7,1,1,"---","Fire Res",9,"PsychicVis",6,,,,,,
"Blue Piercing S","7750z","Pure Crystal",2,"Blue Kut-Ku Ear",1,"Jewel Ticket",1,,,20,0,0,0,5,7750,"Male/Female","Blade/Gunner",7,1,1,"---","Water Res",9,"PsychicVis",6,,,,,,
"Yellow Piercing S","7750z","Pure Crystal",2,"Thunder Sac",1,"Jewel Ticket",1,,,20,0,5,0,0,7750,"Male/Female","Blade/Gunner",7,1,1,"---","ThunderRes",9,"PsychicVis",6,,,,,,
"Black Piercing S","7750z","Pure Crystal",2,"Blk Gravios Head",1,"Jewel Ticket",1,,,20,0,0,5,0,7750,"Male/Female","Blade/Gunner",7,1,1,"---","PsychicVis",9,"Backpackng",6,,,,,,
"Skull Face S","24750z","Firecell Stone",3,"Master's Skull",1,"Ancient Potion",1,"Hrd Monster Bone",2,31,2,0,0,0,24750,"Male/Female","Blade/Gunner",7,1,1,"---","Artisan",4,"PsychicVis",6,"Hunger",-2,,,,
"Rathian Heart Helm S","48375z","Pnk Rathian Rby",1,"Pnk Rathian Scl+",3,"Pnk Rathian Shl",5,"Hrd Monster Bone",2,36,2,-2,-4,0,48375,"Male/Female","Blade/Gunner",7,1,1,"---","Health",3,"Recovery",2,"Faint",-2,"Dragon Res",-4,,
"Rathian Heart Cap S","48375z","Pnk Rathian Rby",1,"Pnk Rathian Scl+",3,"Pnk Rathian Shl",5,"Hrd Monster Bone",2,19,4,0,-2,2,48375,"Male/Female","Blade/Gunner",7,1,1,"---","Health",4,"Recovery",3,"PsychicVis",4,"Faint",-4,,
"Rathalos Soul Helm S","50625z","Azure Rthlos Rby",1,"Azur Rthlos Wing",1,"Azure Rthlos Shl",3,"Joiner Grasshppr",3,37,2,-1,-4,2,50625,"Male/Female","Blade/Gunner",7,1,1,"---","Sharpness",3,"WindPress",3,"Hunger",-2,"Faint",-3,,
"Rathalos Soul Cap S","50625z","Azure Rthlos Rby",1,"Azur Rthlos Wing",1,"Azure Rthlos Shl",3,"Joiner Grasshppr",3,20,4,2,-2,5,50625,"Male/Female","Blade/Gunner",7,1,1,"---","NormalS Up",3,"Fate",2,"PsychicVis",3,"Load",-3,"Whim",-4
"Monodevil Helm S","59625z","Firecell Stone",2,"Wht Monoblos Hrn",3,"Wht Monoblos Spn",5,"TwstBlckBlosHrn",1,41,2,-2,-1,-1,59625,"Male/Female","Blade/Gunner",7,1,1,"---","WindPress",4,"Faint",4,"Hunger",-3,,,,
"Monodevil Cap S","59625z","Firecell Stone",2,"Wht Monoblos Hrn",3,"Wht Monoblos Spn",5,"TwstBlckBlosHrn",1,21,4,0,0,2,59625,"Male/Female","Blade/Gunner",7,1,1,"---","WindPress",3,"Faint",4,"PsychicVis",4,"Hunger",-4,,
"Auroros Helm Haku","61875z","LaoS Heavy Shell",1,"Lao-Shan Scale+",5,"Solid Blos Horn",1,"Commendation",3,42,-2,0,-4,2,61875,"Male","Blade/Gunner",7,1,1,"---","Rec Speed",2,"Attack",4,"All Res Up",2,"Defense",-3,,
"GenesisHeadpieceHaku","61875z","LaoS Heavy Shell",1,"Lao-Shan Scale+",5,"Solid Blos Horn",1,"Commendation",3,21,1,2,-2,3,61875,"Male","Blade/Gunner",7,1,1,"---","Rec Speed",2,"Load",4,"All Res Up",4,"Defense",-5,,
"Borealis Crown Haku","61875z","LaoS Heavy Shell",1,"Lao-Shan Scale+",5,"Solid Blos Horn",1,"Commendation",3,42,-2,0,-4,2,61875,"Female","Blade/Gunner",7,1,1,"---","Rec Speed",2,"Attack",4,"All Res Up",2,"Defense",-3,,
