key;value
Narga Scraps+;Narga Scraps+
Barioth Scraps;Barioth Scraps
Barioth Scraps+;Barioth Scraps+
Uragaan Scraps;Uragaan Scraps
Uragaan Scraps+;Uragaan Scraps+
Doboru Scraps;Duram Scraps
Doboru Scraps+;Duram Scraps+
Tigrex Scraps;Tigrex Scraps
Tigrex Scraps+;Tigrex Scraps+
Diablos Scraps;Diablos Scraps
Diablos Scraps+;Diablos Scraps+
Agnaktor Scraps;Agnaktor Scraps
Agnktor Scraps+;Agnaktor Scraps+
JhenMhranScraps;Mohran Scraps
JhenMhrnScraps+;Mohran Scraps+
Deviljho Scraps;Deviljho Scraps
Akantor Scraps;Akantor Scraps
Ukanlos Scraps;Ukanlos Scraps
Alatreon Scraps;Alatreon Scraps
Amatsu Scraps;Amatsu Scraps
Courage Scraps;Courage Scraps
Courage Scraps+;Courage Scraps+
Enhance Stone;Armor Stone
Enhance Sphere;Armor Sphere
Enhance Sphere+;Armor Sphere+
Hrd Enhance Sph;Hrd Armor Sphere
Hvy Enhance Sph;Hvy Armor Sphere
Mystery Charm;Mystery Charm
Radiant Charm;Shining Charm
Ancient Charm;Timeworn Charm
Suiko Jewel;Aquaglow Jewel
Akito Jewel;Sunspire Jewel
Battlefield Jwl;Bloodrun Jewel
LapisLazuli Jwl;Lazurite Jewel
