name;hr;village;slots;skill_one;skill_one_points;skill_two;skill_two_points;material_one;amount_one;material_two;amount_two;material_three;amount_three;material_four;amount_four;alt_material_one;alt_amount_one;alt_material_two;alt_amount_two;alt_material_three;alt_amount_three;alt_material_four;alt_amount_four
Flawless Jewel 2;8;-1;2;Unscathed;3;Rec Speed;-1;Adamant Orb;1;S.Zinogre Claw+;2;Amadyura Hide;2;;;;;;;;;;
Steady Jewel 1;8;-1;1;Unshakable;1;Defense;-1;Adamant Orb;1;Fatalis Shell;2;Mystery Slime;1;;;;;;;;;;
Steady Jewel 3;8;-1;3;Unshakable;4;Defense;-2;Adamant Orb;1;Fatalis Webbing;1;Kirin Hide+;1;;;;;;;;;;
Player Jewel 1;1;2;1;Team Player;1;Lasting Power;-1;Aquaglow Jewel;1;Felyne Ticket;2;Paw Print Stamp;2;;;;;;;;;;
Morale Jewel 1;4;-1;1;Team Player;2;;;Bloodrun Jewel;1;Felyne Ticket;3;King's Frill;2;;;;;;;;;;
Leader Jewel 1;1;1;1;Team Leader;1;Gathering;-1;Aquaglow Jewel;1;Felyne Ticket;3;Catalyst;2;Max Potion;2;;;;;;;;
Leader Jewel 2;5;-1;2;Team Leader;3;Gathering;-1;Lazurite Jewel;1;Felyne Ticket;4;Snakebee Larva;2;;;;;;;;;;
Charmer Jewel 1;8;-1;1;Charmer;1;;;Union Ore;3;Adamant Orb;1;Rath Gleem;1;;;;;;;;;;
SlimePlus Jewel 1;4;-1;1;SlimeS Add;2;;;Bloodrun Jewel;1;Brachydios Ebonshell;2;Fire Herb;4;;;;;;;;;;
Slimecoat Jewel 1;6;-1;1;Slime C+;2;;;Bloodrun Jewel;1;Brachydios Carapace;2;Mystery Slime;1;;;;;;;;;;
